"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3060000","306000001120130004","20130709","","01","영업/정상","0000","정상","","","","","3421-7015","","","서울특별시 중랑구 신내동 667번지 1층 109호","서울특별시 중랑구 신내로 82 1층 109호 (신내동)","02067","백세약국","20130709102944","I","2018-08-31 23:59:59.0","","208368.252033443    ","456040.864473831    ","동물약국","","","000",""
"3060000","306000001120130013","20130808","","01","영업/정상","0000","정상","","","","","435-3900","","","서울특별시 중랑구 면목동 126-6번지 ","서울특별시 중랑구 면목로 421 (면목동)","02146","건명약국","20130808103007","I","2018-08-31 23:59:59.0","","207618.831824183    ","454152.201705757    ","동물약국","","","000",""
"3060000","306000001120140003","20141113","","01","영업/정상","0000","정상","","","","","02-435-6985","","","서울특별시 중랑구 면목동 428-8번지 1층 ","서울특별시 중랑구 면목로 358 1층 (면목동)","02210","튼튼약국","20141113152105","I","2018-08-31 23:59:59.0","","207748.66608964     ","453514.902620341    ","동물약국","","","000",""
"3060000","306000001120140001","20140415","","01","영업/정상","0000","정상","","","","","02-2208-1156","","","서울특별시 중랑구 상봉동 202-1번지 1층 ","서울특별시 중랑구 상봉중앙로1길 12 1층 (상봉동)","02091","참약국","20140415143446","I","2018-08-31 23:59:59.0","","207651.411967557    ","455258.02607452     ","동물약국","","","000",""
"3060000","306000001120090001","20090519","","01","영업/정상","0000","정상","","","","","02-433-1100","0","","서울특별시 중랑구 망우동 465-14번지 ","서울특별시 중랑구 용마산로 501 (망우동)","02165","우리종로약국","20130403095632","I","2018-08-31 23:59:59.0","","208753.865760281    ","454841.528027962    ","동물약국","","","000",""
"3060000","306000001120130007","20130725","","01","영업/정상","0000","정상","","","","","432-6443","0","","서울특별시 중랑구 망우동 149-16번지 ","서울특별시 중랑구 망우로 478 (망우동)","02178","성경온누리약국","20170830175616","I","2018-08-31 23:59:59.0","","209225.0060275      ","455343.341969362    ","동물약국","","","000",""
"3060000","306000001120170003","20170501","","01","영업/정상","0000","정상","","","","","02-433-8421","0","","서울특별시 중랑구 면목동 458-1번지 ","서울특별시 중랑구 면목로 352 (면목동)","02210","팜코리아약국","20170502105812","I","2018-08-31 23:59:59.0","","207763.150721123    ","453460.919335911    ","동물약국","","","000",""
"3060000","306000001120150005","20151111","","01","영업/정상","0000","정상","","","","","02-2209-5955","","","서울특별시 중랑구 면목동 105-7번지 ","서울특별시 중랑구 겸재로 194 (면목동)","02197","면목약국","20151111101922","I","2018-08-31 23:59:59.0","","207798.292080717    ","454025.295222024    ","동물약국","","","000",""
"3060000","306000001120150006","20151124","","01","영업/정상","0000","정상","","","","","02-435-8813","","","서울특별시 중랑구 상봉동 130-99번지 ","서울특별시 중랑구 망우로 198 (상봉동)","02120","하늘약국","20151124151052","I","2018-08-31 23:59:59.0","","206544.310283401    ","454555.027249222    ","동물약국","","","000",""
"3060000","306000001120160002","20160325","","01","영업/정상","0000","정상","","","","","02-3423-0828","","","서울특별시 중랑구 신내동 666번지 1층 104호","서울특별시 중랑구 봉화산로 194 1층 104호 (신내동 신아타운)","02076","국제약국","20160325150808","I","2018-08-31 23:59:59.0","","208295.099818379    ","456014.999180519    ","동물약국","","","000",""
"3060000","306000001120200013","20201230","","01","영업/정상","0000","정상","","","","","02-432-2019","","","서울특별시 중랑구 상봉동 113-4 오렌지타워 ","서울특별시 중랑구 면목로 481 오렌지타워 101호 (상봉동)","02137","상봉태평양약국","20201230101905","I","2021-01-01 00:23:05.0","","207497.453067345    ","454719.651368831    ","동물약국","","","000",""
"3060000","306000001120200012","20201201","","01","영업/정상","0000","정상","","","","","02-432-3284","","","서울특별시 중랑구 중화동 303-14 그린빌딩 ","서울특별시 중랑구 동일로 775 그린빌딩 (중화동)","02102","세계로 약국","20201201154141","I","2020-12-03 00:23:07.0","","206936.570187916    ","455280.600452321    ","동물약국","","","000",""
"3060000","306000001120210001","20210118","","01","영업/정상","0000","정상","","","","","432-8282","","","서울특별시 중랑구 중화동 305-38 ","서울특별시 중랑구 동일로 803 1층 (중화동)","02017","늘푸른약국","20210118082235","I","2021-01-20 00:23:04.0","","206903.890682508    ","455538.386601695    ","동물약국","","","000",""
"3060000","306000001120190001","20190618","","01","영업/정상","0000","정상","","","","","0220395077","","","서울특별시 중랑구 중화동 324-148번지 양우빌딩 ","서울특별시 중랑구 중랑천로 105 양우빌딩 (중화동)","02114","에이스약국","20191017140245","U","2019-10-19 02:40:00.0","","206292.997292632    ","454691.995626041    ","동물약국","","","000",""
"3060000","306000001120190003","20190726","","01","영업/정상","0000","정상","","","","","02-764-9363","","","서울특별시 중랑구 묵동 238-1번지 묵동제일정형외과 ","서울특별시 중랑구 동일로 933 1층 (묵동)","02005","수정온누리약국","20190726110909","I","2019-07-28 02:21:48.0","","206689.85488446     ","456825.300625744    ","동물약국","","","000",""
"3060000","306000001120190006","20191114","","01","영업/정상","0000","정상","","","","","02-433-1712","","","서울특별시 중랑구 상봉동 190-68번지 ","서울특별시 중랑구 상봉중앙로1길 32 (상봉동)","02091","대일약국","20191114130803","I","2019-11-16 00:23:15.0","","207667.387665693    ","455147.83458764     ","동물약국","","","000",""
"3060000","306000001120190007","20191218","","01","영업/정상","0000","정상","","","","","02-3421-1459","","","서울특별시 중랑구 신내동 667번지 금강프라자 ","서울특별시 중랑구 신내로 82 금강프라자 (신내동)","02067","수약국","20191218161119","I","2019-12-20 00:23:35.0","","208368.252033443    ","456040.864473831    ","동물약국","","","000",""
"3070000","307000001120200003","20200320","","01","영업/정상","0000","정상","","","","","02-925-6700","","","서울특별시 성북구 동선동1가 4-13번지 ","서울특별시 성북구 동소문로20다길 2 (동선동1가)","02845","편안한약국","20200320104655","I","2020-03-22 00:23:22.0","","201422.756203753    ","454355.100629802    ","동물약국","","","000",""
"3070000","307000001120200006","20200507","","01","영업/정상","0000","정상","","","","","02-911-4326","","","서울특별시 성북구 길음동 1283-4번지 길음뉴타운래미안길음3차아파트 상가 ","서울특별시 성북구 길음로 20 길음뉴타운래미안길음3차아파트 상가 1층 116호 (길음동)","02725","이화약국","20200507091104","I","2020-05-09 00:23:20.0","","201964.531844396    ","455825.760930114    ","동물약국","","","000",""
"3210000","321000001120220020","20221026","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 서초구 내곡동 378 내곡플라자","서울특별시 서초구 헌릉로8길 9-8 내곡플라자 108호 (내곡동)","06800","무지개약국","20221026134627","I","2021-10-30 22:08:00.0","","205229","439399","","","","",""
"3070000","307000001120200004","20200424","","01","영업/정상","0000","정상","","","","","029198575","","","서울특별시 성북구 하월곡동 37-6번지 ","서울특별시 성북구 화랑로 87 1층 (하월곡동)","02751","조아약국","20200424141955","I","2020-04-26 00:23:32.0","","203619.735577787    ","455596.56967139     ","동물약국","","","000",""
"3070000","307000001120210010","20211026","","01","영업/정상","0000","정상","","","","","0260527791","","","서울특별시 성북구 동소문동2가 227 애산빌딩 ","서울특별시 성북구 동소문로 18-1 애산빌딩 1층 (동소문동2가)","02860","참약사엘림약국","20211026090748","I","2021-10-28 00:22:56.0","","200662.617377602    ","454094.531352725    ","동물약국","","","000","0"
"3070000","307000001120200008","20200727","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 돈암동 636 브라운스톤 돈암 아파트 ","서울특별시 성북구 북악산로 844 상가동 지하층 102-1호 (돈암동 브라운스톤 돈암 아파트)","02828","현약국","20200727111509","I","2020-07-29 00:23:15.0","","201501.474496909    ","455061.698603977    ","동물약국","","","000",""
"3180000","318000001120220013","20221026","","01","영업/정상","0000","정상","","","","","02-843-2008","","","서울특별시 영등포구 신길동 4491 한국천주교살레시오회돈보스코청소년센터","서울특별시 영등포구 여의대방로 65 한국천주교살레시오회돈보스코청소년센터 2층 8호 (신길동)","07434","맑은수약국","20221026103534","I","2021-10-30 22:08:00.0","","192275.299730624","443891.073398846","","","","",""
"3070000","307000001120210008","20210607","","01","영업/정상","0000","정상","","","","","02-957-2583","","","서울특별시 성북구 석관동 250-10 서울치과의원 ","서울특별시 성북구 돌곶이로 60 서울치과의원 1층 (석관동)","02784","팜케어건강약국","20210607170242","I","2021-06-09 00:22:55.0","","205137.290183608    ","456325.215592871    ","동물약국","","","000",""
"3070000","307000001120210009","20210607","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 하월곡동 88-481 ","서울특별시 성북구 동소문로46길 6 1층 (하월곡동)","02733","우리들약국","20210607175537","I","2021-06-09 00:22:55.0","","202500.346801324    ","456071.790935992    ","동물약국","","","000",""
"3070000","307000001120210007","20210518","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 돈암동 12-8 ","서울특별시 성북구 정릉로 364 3층 (돈암동)","02807","하늘약국","20210518131404","I","2021-05-20 00:22:56.0","","202020.975674569    ","455453.629222627    ","동물약국","","","000",""
"3070000","307000001120200010","20200903","","01","영업/정상","0000","정상","","","","","029881800","","","서울특별시 성북구 길음동 498-1 래미안길음센터피스 ","서울특별시 성북구 숭인로 50 상가동 2108호 (길음동 래미안길음센터피스)","02727","센터피스정약국","20200903131607","I","2020-09-05 00:23:13.0","","202363.57347174     ","456453.529194786    ","동물약국","","","000",""
"3070000","307000001120200012","20200921","","01","영업/정상","0000","정상","","","","","02-942-4534","","","서울특별시 성북구 하월곡동 27-24 ","서울특별시 성북구 화랑로11길 23 1층 (하월곡동)","02751","모아약국","20200921211859","I","2020-09-23 00:23:11.0","","203610.355674393    ","455677.344727062    ","동물약국","","","000",""
"3070000","307000001120200014","20201019","","01","영업/정상","0000","정상","","","","","02-6095-7645","","","서울특별시 성북구 정릉동 285-12 ","서울특별시 성북구 보국문로 68 1층 (정릉동)","02711","다온약국","20201019143717","I","2020-10-21 00:23:19.0","","200766.149071849    ","456458.914448493    ","동물약국","","","000",""
"3070000","307000001120200013","20201014","","01","영업/정상","0000","정상","","","","","02-927-5606","","","서울특별시 성북구 동소문동5가 65 ","서울특별시 성북구 동소문로 94 1층 (동소문동5가)","02846","중앙프라자약국","20201014134514","I","2020-10-16 00:23:10.0","","201318.326219964    ","454439.12809431     ","동물약국","","","000",""
"3070000","307000001120210005","20210409","","01","영업/정상","0000","정상","","","","","02-969-0566","","","서울특별시 성북구 석관동 332-577 씨티홈 ","서울특별시 성북구 돌곶이로 25 (석관동 씨티홈)","02788","늘푸른약국","20210409140750","I","2021-04-11 00:22:58.0","","205317.200417025    ","456037.76401807     ","동물약국","","","000",""
"3070000","307000001120210004","20210322","","01","영업/정상","0000","정상","","","","","02-943-0900","","","서울특별시 성북구 장위동 65-177 대영치과 ","서울특별시 성북구 화랑로 201 대영치과 (장위동)","02773","연세정약국","20210322094243","I","2021-03-24 00:23:10.0","","204542.999101023    ","456254.506276668    ","동물약국","","","000",""
"3070000","307000001120210006","20210415","","01","영업/정상","0000","정상","","","","","0708887321","","","서울특별시 성북구 장위동 75-306 ","서울특별시 성북구 돌곶이로 152 1층 (장위동)","02765","새부산약국","20210415103523","I","2021-04-17 00:22:58.0","","204526.638328796    ","456998.409171814    ","동물약국","","","000",""
"3070000","307000001120170020","20170831","","01","영업/정상","0000","정상","","","","","747-6464","","","서울특별시 성북구 동소문동2가 11번지 카프리빌딩 1층 ","서울특별시 성북구 동소문로 10 1층 (동소문동2가 카프리빌딩)","02860","미소드림약국","20170831154516","I","2018-08-31 23:59:59.0","","200571.630906043    ","454038.382078893    ","동물약국","","","000",""
"3070000","307000001120170021","20170922","","01","영업/정상","0000","정상","","","","","02-2678-7684","","","서울특별시 성북구 삼선동4가 336번지 논현빌딩 2층 ","서울특별시 성북구 보문로 183 2층 (삼선동4가 논현빌딩)","02861","봄동물약국","20170922151647","I","2018-08-31 23:59:59.0","","201234.647467534    ","454209.401382368    ","동물약국","","","000",""
"3070000","307000001120150003","20151028","","01","영업/정상","0000","정상","","","","","02-922-9458","","","서울특별시 성북구 종암동 70-1번지 용진빌딩 1층 ","서울특별시 성북구 종암로19길 6 (종암동 용진빌딩 1층)","02804","종암동물약국","20151028174409","I","2018-08-31 23:59:59.0","","202938.957482927    ","455159.007412735    ","동물약국","","","000",""
"3070000","307000001120160002","20160803","","01","영업/정상","0000","정상","","","","","02-926-4166","","","서울특별시 성북구 동소문동3가 11번지 ","서울특별시 성북구 동소문로 32 (동소문동3가)","02860","성북녹십자약국","20160803144348","I","2018-08-31 23:59:59.0","","200788.111011648    ","454160.372867248    ","동물약국","","","000",""
"3070000","307000001120170002","20170406","","01","영업/정상","0000","정상","","","","","914-3982","","","서울특별시 성북구 정릉동 400-25번지 ","서울특별시 성북구 보국문로 45 (정릉동)","02709","정릉약국","20170406144536","I","2018-08-31 23:59:59.0","","200793.275881973    ","456246.803454322    ","동물약국","","","000",""
"3070000","307000001120170005","20170616","","01","영업/정상","0000","정상","","","","","02-922-6060","","","서울특별시 성북구 동선동1가 119-9번지 ","서울특별시 성북구 동소문로20가길 51 (동선동1가 수국빌딩)","02845","세원약국","20170616152434","I","2018-08-31 23:59:59.0","","201589.904398036    ","454602.214977861    ","동물약국","","","000",""
"3070000","307000001120170006","20170616","","01","영업/정상","0000","정상","","","","","02-762-7521","","","서울특별시 성북구 동소문동1가 32-2번지 ","서울특별시 성북구 동소문로 15 (동소문동1가)","02833","보림약국","20170616153726","I","2018-08-31 23:59:59.0","","200613.787273361    ","454119.168962883    ","동물약국","","","000",""
"3070000","307000001120200011","20200903","","03","폐업","0002","폐업","20220901","","","","","","","서울특별시 성북구 하월곡동 46-73 코업스타클래스","서울특별시 성북구 화랑로 76 홈플러스월곡점 지1층 (하월곡동)","02751","월곡플러스약국","20220901150925","U","2021-12-09 00:03:00.0","","203502.004139568","455500.568972657","","","","",""
"3110000","311000001120220018","20221027","","01","영업/정상","0000","정상","","","","","02-389-9288","","","서울특별시 은평구 대조동 185-36 1층","서울특별시 은평구 연서로 230 1층 (대조동)","03385","연신내약국","20221027104241","I","2021-10-30 22:09:00.0","","192937.01879186","457358.903846828","","","","",""
"3070000","307000001120180002","20180212","","01","영업/정상","0000","정상","","","","","02-914-2053","0","","서울특별시 성북구 정릉동 401-46번지 청수프라자 B-105 ","서울특별시 성북구 보국문로 50 청수프라자 B층 105호 (정릉동)","02717","이화프라자약국","20181129175549","U","2018-12-01 02:40:00.0","","200824.604254737    ","456284.330878228    ","동물약국","","","000",""
"3070000","307000001120170013","20170628","","01","영업/정상","0000","정상","","","","","3292-0999","","","서울특별시 성북구 정릉동 14-24 ","서울특별시 성북구 정릉로 308(정릉동)","02816","정릉 서현 동물약국","20210713155329","U","2021-07-15 02:40:00.0","","201465.025501137    ","455597.780335293    ","동물약국","","","000","0"
"3070000","307000001120170014","20170704","","01","영업/정상","0000","정상","","","","","02-925-0825","","","서울특별시 성북구 종암동 88-3번지 ","서울특별시 성북구 종암로 97 (종암동)","02804","한미약국","20170704143422","I","2018-08-31 23:59:59.0","","202955.441          ","455182.599666667    ","동물약국","","","000",""
"3070000","307000001120190009","20190925","","03","폐업","0002","폐업","20210706","","","","02-921-9971","","","서울특별시 성북구 동선동4가 111-1 골든타워 ","서울특별시 성북구 동소문로 125 골든타워 1층 101호 (동선동4가)","02829","새성신약국","20210706094320","U","2021-07-08 02:40:00.0","","201539.704121976    ","454648.748426236    ","동물약국","","","000","0"
"3070000","307000001120200001","20200120","","03","폐업","0002","폐업","20220321","","","","02-6467-1820","","","서울특별시 성북구 하월곡동 88-957 성북힐스테이트 ","서울특별시 성북구 동소문로44길 17 102동 105106호 (하월곡동 성북힐스테이트)","02733","공원내 아이사랑약국","20220321153734","U","2022-03-23 02:40:00.0","","202491.556957052    ","456024.061263919    ","동물약국","","","000","0"
"3070000","307000001120180005","20180829","","03","폐업","0002","폐업","20190702","","","","02-915-0022","","","서울특별시 성북구 길음동 1276번지 삼부아파트 102동 314-1 ","서울특별시 성북구 동소문로 248 102동 314-1호 (길음동 삼부아파트)","02735","삼층약국","20190702135346","U","2019-07-04 02:40:00.0","","202029.981799661    ","455605.716911266    ","동물약국","","","000",""
"3070000","307000001120170010","20170623","","03","폐업","0002","폐업","20190103","","","","969-4582","","","서울특별시 성북구 석관동 193-7번지 ","서울특별시 성북구 돌곶이로22길 49 (석관동)","02783","온누리민우약국","20190103163119","U","2019-01-05 02:40:00.0","","205285.597262563    ","456490.361467086    ","동물약국","","","000",""
"3070000","307000001120170009","20170620","","03","폐업","0002","폐업","20180326","","","","929-3069","0","","서울특별시 성북구 돈암동 19-98번지 103호","서울특별시 성북구 동소문로 190 103호 (돈암동)","02807","삼성약국","20180327174738","I","2018-08-31 23:59:59.0","","201881.760684068    ","455173.18256561     ","동물약국","","","000",""
"3070000","307000001120170011","20170628","","03","폐업","0002","폐업","20180808","","","","919-8575","","","서울특별시 성북구 하월곡동 37-6번지 1층 ","서울특별시 성북구 화랑로 87 1층 (하월곡동)","02751","조아약국","20180810174716","I","2018-08-31 23:59:59.0","","203619.735577787    ","455596.56967139     ","동물약국","","","000",""
"3070000","307000001120170008","20170620","","03","폐업","0002","폐업","20181024","","","","941-8550","0","","서울특별시 성북구 종암동 3-1237번지 ","서울특별시 성북구 종암로 120 (종암동 금강빌딩)","02797","삼원약국","20181024171616","U","2018-10-26 02:35:47.0","","202959.015709751    ","455400.037874011    ","동물약국","","","000",""
"3070000","307000001120160001","20160623","","03","폐업","0002","폐업","20220112","","","","","","","서울특별시 성북구 종암동 3-686 1층 ","서울특별시 성북구 종암로 122 1층 (종암동 시원빌딩)","02797","참약사약국","20220112095129","U","2022-01-14 02:40:00.0","","202932.384551357    ","455431.268286111    ","동물약국","","","000","0"
"3070000","307000001120170001","20170330","","03","폐업","0002","폐업","20180316","","","","743-0365","","","서울특별시 성북구 성북동 184-90번지 ","서울특별시 성북구 성북로 18 1층 (성북동)","02834","성북연세약국","20180319152015","I","2018-08-31 23:59:59.0","","200364.099704191    ","454164.609439171    ","동물약국","","","000",""
"3070000","307000001120170003","20170613","","03","폐업","0002","폐업","20200407","","","","911-4326","","","서울특별시 성북구 길음동 1283-4번지 길음래미안3차상가 116호 ","서울특별시 성북구 길음로 20 116호 (길음동 길음뉴타운래미안길음3차아파트 상가)","02725","이화약국","20200407095602","U","2020-04-09 02:40:00.0","","201964.531844396    ","455825.760930114    ","동물약국","","","000",""
"3070000","307000001120170007","20170620","","03","폐업","0002","폐업","20210407","","","","953-5674","0","","서울특별시 성북구 삼선동4가 333-2 ","서울특별시 성북구 삼선교로 87 (삼선동4가)","02861","지민약국","20210407102501","U","2021-04-09 02:40:00.0","","201257.878473778    ","454184.364800224    ","동물약국","","","000",""
"3070000","307000001120170012","20170628","","03","폐업","0002","폐업","20200605","","","","943-2385","","","서울특별시 성북구 정릉동 14-15번지 1층 ","서울특별시 성북구 정릉로36길 28 1층 (정릉동)","02816","사랑받는 약국","20200605161804","U","2020-06-07 02:40:00.0","","201438.459304963    ","455565.822245358    ","동물약국","","","000",""
"3070000","307000001120170016","20170718","","03","폐업","0002","폐업","20171127","","","","922-3587","","","서울특별시 성북구 보문동1가 120번지 1층1호 ","서울특별시 성북구 보문로 124 1층 1호 (보문동1가)","02851","채원약국","20171127160603","I","2018-08-31 23:59:59.0","","201626.152243635    ","453756.581286658    ","동물약국","","","000",""
"3070000","307000001120170019","20170829","","03","폐업","0002","폐업","20180117","","","","070-4257-5277","","","서울특별시 성북구 동소문동5가 67-1번지 강윤빌딩 1층 ","서울특별시 성북구 동소문로 92 1층 (동소문동5가 강윤빌딩)","02846","스타약국","20180117174849","I","2018-08-31 23:59:59.0","","201297.061240598    ","454428.857552394    ","동물약국","","","000",""
"3070000","307000001120140003","20140310","","03","폐업","0002","폐업","20170405","","","","914-3982","","","서울특별시 성북구 정릉동 400-25번지 ","서울특별시 성북구 보국문로 45 (정릉동)","02709","정릉약국","20170405161510","I","2018-08-31 23:59:59.0","","200793.275881973    ","456246.803454322    ","동물약국","","","000",""
"3070000","307000001120180003","20180326","","03","폐업","0002","폐업","20220628","","","","02-762-0234","","","서울특별시 성북구 동소문동2가 20 로석빌딩","서울특별시 성북구 동소문로 14-1 로석빌딩 1층 (동소문동2가)","02860","스타온누리약국","20220628142329","U","2021-12-05 21:00:00.0","","200627.809313949","454074.981389329","","","","",""
"3070000","307000001120060001","20060302","","03","폐업","0002","폐업","20071228","","","","","39","","서울특별시 성북구 동선동5가 19번지 2층 ","","","아리랑동물약국","20071228111805","I","2018-08-31 23:59:59.0","","201351.782264972    ","454789.946727242    ","동물약국","","","000",""
"3070000","307000001120130013","20130814","","03","폐업","0002","폐업","20160330","","","","914-1403","","","서울특별시 성북구 정릉동 286-17번지 ","서울특별시 성북구 보국문로 76 (정릉동)","02711","새신흥약국","20160330170425","I","2018-08-31 23:59:59.0","","200723.30707813     ","456533.781780458    ","동물약국","","","000",""
"3070000","307000001120140001","20140115","","03","폐업","0002","폐업","20140307","","","","926-5678","0","","서울특별시 성북구 종암동 80-3번지 ","서울특별시 성북구 종암로27길 37 (종암동)","02803","레몬약국","20140310092709","I","2018-08-31 23:59:59.0","","202637.536723851    ","455541.762779395    ","동물약국","","","000",""
"3070000","307000001120130001","20130429","","03","폐업","0002","폐업","20160524","","","","6349-2589","","","서울특별시 성북구 정릉동 400-2번지 ","서울특별시 성북구 보국문로 49 (정릉동)","02709","미소담약국","20160525095504","I","2018-08-31 23:59:59.0","","200787.384844488    ","456276.111932584    ","동물약국","","","000",""
"3070000","307000001120130002","20130429","","03","폐업","0002","폐업","20210813","","","","912-2300","0","","서울특별시 성북구 장위동 33-19 ","서울특별시 성북구 한천로 635 (장위동)","02774","중앙약국","20210813142632","U","2021-08-15 02:40:00.0","","205059.681711154    ","456971.575526899    ","동물약국","","","000","0"
"3070000","307000001120130003","20130520","","03","폐업","0002","폐업","20150521","","","","918-1002","","","서울특별시 성북구 장위동 230-176번지 ","서울특별시 성북구 장위로15길 1 (장위동)","02754","나약국","20150522103540","I","2018-08-31 23:59:59.0","","203573.389727775    ","456892.766763845    ","동물약국","","","000",""
"3070000","307000001120130006","20130620","","03","폐업","0002","폐업","20180810","","","","986-1022","","","서울특별시 성북구 길음동 25-7번지 ","서울특별시 성북구 도봉로 11 (길음동)","02729","열린대학약국","20180810175011","I","2018-08-31 23:59:59.0","","202571.112398571    ","456435.426313848    ","동물약국","","","000",""
"3070000","307000001120130007","20130711","","03","폐업","0002","폐업","20190523","","","","","","","서울특별시 성북구 하월곡동 88-427번지 ","서울특별시 성북구 동소문로42길 14 (하월곡동)","02734","건강한 약국","20190523124420","U","2019-05-25 02:40:00.0","","202383.205658824    ","455932.109170697    ","동물약국","","","000",""
"3070000","307000001120060002","20060719","","03","폐업","0002","폐업","20071129","","","","","0","","서울특별시 성북구 돈암동 609-1번지 한신한진아파트 스카이프라자상가 동관 5층 ","","","파란하늘약국","20071129092334","I","2018-08-31 23:59:59.0","","200841.726990037    ","454721.505180141    ","동물약국","","","000",""
"3070000","307000001120120001","20121102","","03","폐업","0002","폐업","20140929","","","","02-941-4869","","","서울특별시 성북구 길음동 1284-17번지 길음뉴타운8단지 B동 지하1층 22호 ","서울특별시 성북구 길음로 33 (길음동 길음뉴타운8단지 B동지하1층 22호)","02720","수약국","20140930132041","I","2018-08-31 23:59:59.0","","201775.145663087    ","456029.568294901    ","동물약국","","","000",""
"3070000","307000001120150001","20150204","","03","폐업","0002","폐업","20200706","","","","909-3525","","","서울특별시 성북구 길음동 1281-6 대림아파트단지상가 316호 ","서울특별시 성북구 삼양로13길 45 (길음동 대림아파트단지상가 316호)","02724","옵티마 e-편한약국","20200706164926","U","2020-07-08 02:40:00.0","","201672.472717575    ","456483.088718299    ","동물약국","","","000",""
"3070000","307000001120130010","20130725","","03","폐업","0002","폐업","20131224","","","","916-8373","","","서울특별시 성북구 정릉동 139-43번지 ","서울특별시 성북구 정릉로 274 (정릉동)","02815","장일약국","20131226135428","I","2018-08-31 23:59:59.0","","201148.350492479    ","455652.446177259    ","동물약국","","","000",""
"3070000","307000001120130011","20130730","","03","폐업","0002","폐업","20160715","","","","488-6786","","","서울특별시 성북구 정릉동 778-6번지 ","서울특별시 성북구 보국문로 160 (정릉동)","02701","성북동물약국","20160715180621","I","2018-08-31 23:59:59.0","","200250.468735688    ","457177.29329428     ","동물약국","","","000",""
"3070000","307000001120010001","20010531","","03","폐업","0002","폐업","20051123","","","","942-2712","0","","서울특별시 성북구 정릉동 397-13  번지 ","","","멜론약국","20051123174259","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3070000","307000001120040001","20040403","","03","폐업","0002","폐업","20190812","","","","964-6230","77","","서울특별시 성북구 석관동 252-5번지 ","서울특별시 성북구 돌곶이로 61 (석관동)","02787","백화점약국","20190812111307","U","2019-08-14 02:40:00.0","","205094.612020096    ","456313.998176947    ","동물약국","","","000",""
"3070000","307000001120040002","20041123","","03","폐업","0002","폐업","20180306","","","","926-6678","61.97","","서울특별시 성북구 보문동5가 2번지 ","서울특별시 성북구 보문로23길 7 (보문동5가)","02872","온누리자애약국","20180306173632","I","2018-08-31 23:59:59.0","","201657.324491355    ","453526.268322003    ","동물약국","","","000",""
"3070000","307000001120050001","20050506","","03","폐업","0002","폐업","20060612","","","","953-9542","183.01","","서울특별시 성북구 동선동1가 85-113 번지 ","","","올리브약국","20060612174217","I","2018-08-31 23:59:59.0","","","","동물약국","","","000",""
"3070000","307000001120200015","20201126","","03","폐업","0002","폐업","20220112","","","","02-927-0242","0","","서울특별시 성북구 종암동 3-1343 ","서울특별시 성북구 종암로 123 104호 (종암동)","02803","홀리데이약국","20220112095228","U","2022-01-14 02:40:00.0","","202859.062438797    ","455408.348757444    ","동물약국","","","000","0"
"3070000","307000001120170015","20170710","","01","영업/정상","0000","정상","","","","","02-918-8055","0","","서울특별시 성북구 정릉동 16-174번지 ","서울특별시 성북구 정릉로 322 (정릉동)","02816","소망약국","20170710134124","I","2018-08-31 23:59:59.0","","201607.154065584    ","455539.087864132    ","동물약국","","","000",""
"3070000","307000001120170017","20170725","","01","영업/정상","0000","정상","","","","","02-6349-2589","","","서울특별시 성북구 정릉동 400-2번지 ","서울특별시 성북구 보국문로 49 1층 (정릉동)","02709","미소담약국","20170725104542","I","2018-08-31 23:59:59.0","","200787.384844488    ","456276.111932584    ","동물약국","","","000",""
"3070000","307000001120170018","20170829","","01","영업/정상","0000","정상","","","","","02-914-1555","","","서울특별시 성북구 정릉동 393-8번지 ","서울특별시 성북구 솔샘로6길 63 (정릉동 참사랑가정의학과의원)","02709","수보온누리약국","20170829100945","I","2018-08-31 23:59:59.0","","200642.996691761    ","456275.68616924     ","동물약국","","","000",""
"3070000","307000001120050002","20051128","","01","영업/정상","0000","정상","","","","","942-2712","41.6","","서울특별시 성북구 정릉동 397-13번지 ","서울특별시 성북구 보국문로 53 (정릉동)","02709","멜론약국","20130207132324","I","2018-08-31 23:59:59.0","","200769.906176623    ","456326.63875438     ","동물약국","","","000",""
"3070000","307000001120130014","20130814","","01","영업/정상","0000","정상","","","","","964-1944","","","서울특별시 성북구 석관동 306-7번지 ","서울특별시 성북구 돌곶이로 36-1 (석관동)","02785","온누리진호약국","20130814105727","I","2018-08-31 23:59:59.0","","205279.459337645    ","456143.001470458    ","동물약국","","","000",""
