"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3020000","302000004920180014","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-749-7588","0","","서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호","서울특별시 용산구 이촌로 *** **동 ***호 (이촌동 한강맨션)","04426","베이동물병원","20220428181100","I","2021-12-07 00:02:00.0","","197722.571038558","446344.591216568","","","","",""
"3020000","302000004920180016","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-793-0075","0","","서울특별시 용산구 이촌동 ***-**","서울특별시 용산구 이촌로**길 ** (이촌동)","04427","24시 시유동물메디컬센터","20220428181100","I","2021-12-07 00:02:00.0","","197270.042278677","446419.923247168","","","","",""
"3020000","302000004920180018","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-795-2184","0","","서울특별시 용산구 한남동 ***-**","서울특별시 용산구 대사관로 ** (한남동)","04403","펫토이동믈병원","20220428181100","I","2021-12-07 00:02:00.0","","200079.108817319","447917.947059496","","","","",""
"3210000","321000004920180036","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-588-7511","0","","서울특별시 서초구 서초동 ****-* 영빌딩","서울특별시 서초구 서초중앙로 ** 영빌딩 *층 ***호 (서초동)","06640","서초M동물의료센터","20220428181054","I","2021-12-07 00:02:00.0","","201247.715304571","442893.421443575","","","","",""
"3020000","302000004820180011","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-797-6677","0","","서울특별시 용산구 이태원동 *** 지하*층","서울특별시 용산구 녹사평대로 *** 지하*층 (이태원동)","04345","이태원동물병원","20220428181100","I","2021-12-07 00:02:00.0","","198802.476070336","448239.820740686","","","","",""
"3020000","302000004820180013","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-792-5455","0","","서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호","서울특별시 용산구 이촌로 *** **동 ***호 (이촌동 한강맨션)","04426","(주)이상윤동물병원","20220428181100","I","2021-12-07 00:02:00.0","","197722.571038558","446344.591216568","","","","",""
"3020000","302000004820180015","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-749-7588","0","","서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호","서울특별시 용산구 이촌로 *** **동 ***호 (이촌동 한강맨션)","04426","베이동물병원","20220428181100","I","2021-12-07 00:02:00.0","","197722.571038558","446344.591216568","","","","",""
"3020000","302000004820180017","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-793-0075","0","","서울특별시 용산구 이촌동 ***-**","서울특별시 용산구 이촌로**길 ** (이촌동)","04427","24시 시유동물메디컬센터","20220428181100","I","2021-12-07 00:02:00.0","","197270.042278677","446419.923247168","","","","",""
"3020000","302000004820180019","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-795-2184","0","","서울특별시 용산구 한남동 ***-**","서울특별시 용산구 대사관로 ** (한남동)","04403","펫토이동물병원","20220428181100","I","2021-12-07 00:02:00.0","","200079.108817319","447917.947059496","","","","",""
"3020000","302000004920180020","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-798-7512","0","","서울특별시 용산구 이촌동 ***-*** 렉스상가 *-**-*","서울특별시 용산구 이촌로 *** 렉스상가 *-**-*호 (이촌동)","04425","금강동물병원","20220428181100","I","2021-12-07 00:02:00.0","","198165.767858385","446185.244544796","","","","",""
"3020000","302000004920180021","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-703-0075","0","","서울특별시 용산구 원효로*가 ***-* 리첸시아 용산 B동 ******호","서울특별시 용산구 백범로 *** B동 ******호 (원효로*가 리첸시아 용산)","04315","좋아서하는동물병원","20220428181100","I","2021-12-07 00:02:00.0","","197045.849468346","448447.558967085","","","","",""
"3020000","302000004920180022","20180906","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-713-0053","0","","서울특별시 용산구 원효로*가 ***-* 리첸시아 용산 A동 ***호","서울특별시 용산구 백범로 *** A동 ***호 (원효로*가 리첸시아 용산)","04315","엉클장동물병원","20220428181100","I","2021-12-07 00:02:00.0","","197045.849468346","448447.558967085","","","","",""
"3090000","309000004920180025","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","029546990","0","","서울특별시 도봉구 도봉동 **-** 도봉투웨니퍼스트*단지 ***동 ***호","서울특별시 도봉구 도봉로***길 ** 도봉투웨니퍼스트*단지 ***동 ***호 (도봉동)","01320","해봄동물병원","20220428181050","I","2021-12-07 00:02:00.0","","204120.986290612","464460.396523556","","","","",""
"3130000","313000004920180028","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 마포구 서교동 ***-**","서울특별시 마포구 홍익로*안길 **-* (서교동)","04039","마포 살롱","20220428181052","I","2021-12-07 00:02:00.0","","192928.424215489","450059.917495723","","","","",""
"3070000","307000004920190025","20190821","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-928-5599","0","","서울특별시 성북구 보문동*가 ** 성균빌딩","서울특별시 성북구 보문로 *** 성균빌딩 *층 (보문동*가)","02871","서울종합동물병원","20220428181056","I","2021-12-07 00:02:00.0","","201537.597642195","453866.556999016","","","","",""
"3130000","313000004920180029","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-323-8275","0","","서울특별시 마포구 서교동 ***-*","서울특별시 마포구 월드컵로 ** *층 (서교동)","04029","W앤다솔","20220428181052","I","2021-12-07 00:02:00.0","","192175.308432983","450127.186671719","","","","",""
"3060000","306000004920180049","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 중랑구 망우동 ***-**","서울특별시 중랑구 망우로**길 * *층 (망우동)","02066","멍멍이천국","20220428181106","I","2021-12-07 00:02:00.0","","209301.135288503","455409.162049438","","","","",""
"3190000","319000004920180008","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 동작구 대방동 **-**","서울특별시 동작구 등용로 ** (대방동)","06947","밀크펫살롱","20220428181051","I","2021-12-07 00:02:00.0","","193923.880774911","445113.378258981","","","","",""
"3020000","302000004920180010","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-797-6677","0","","서울특별시 용산구 이태원동 *** *층","서울특별시 용산구 녹사평대로 *** *층 (이태원동)","04345","이태원동물병원","20220428181059","I","2021-12-07 00:02:00.0","","198802.476070336","448239.820740686","","","","",""
"3220000","322000004920180070","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 강남구 삼성동 **-* 스타빌딩","서울특별시 강남구 영동대로 *** 스타빌딩 *층 (삼성동)","06081","중앙애견미용실","20220526141719","U","2021-12-07 00:02:00.0","","205189.337497555","446031.461621899","","","","",""
"3090000","309000004920180027","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","029999273","0","","서울특별시 도봉구 쌍문동 *** 에벤에셀아파트 ***동 ***호","서울특별시 도봉구 해등로 *** ***동 ***호 (쌍문동 에벤에셀아파트)","01429","강아지세상","20220428181050","I","2021-12-07 00:02:00.0","","202422.313606872","461665.385672458","","","","",""
"3090000","309000004920180026","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","0234937514","0","","서울특별시 도봉구 방학동 ***-* 빅마켓 도봉점","서울특별시 도봉구 마들로 *** 빅마켓 도봉점 *층 (방학동)","01332","쿨펫동물병원","20220428181050","I","2021-12-07 00:02:00.0","","203920.444016775","462830.484935873","","","","",""
"3220000","322000004820180071","20180905","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-512-3331","0","","서울특별시 강남구 삼성동 **-* 스타빌딩","서울특별시 강남구 영동대로 *** 스타빌딩 *층 (삼성동)","06081","주식회사 중앙동물메디컬센터","20220523135612","U","2021-12-07 00:02:00.0","","205189.337497555","446031.461621899","","","","",""
"3050000","305000004920180041","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-6242-7500","0","","서울특별시 동대문구 휘경동 ***-**","서울특별시 동대문구 망우로 ** *층 (휘경동)","02496","하나 동물병원","20220428181050","I","2021-12-07 00:02:00.0","","205314.479215834","454133.191843723","","","","",""
"3210000","321000004820180033","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3476-7522","0","","서울특별시 서초구 방배동 ***-* 대광빌딩","서울특별시 서초구 동작대로 ** 대광빌딩 *층 (방배동)","06691","VIP펫","20220428181054","I","2021-12-07 00:02:00.0","","198351.955","441943.104999999","","","","",""
"3170000","317000004920180014","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 금천구 시흥동 ***-**","서울특별시 금천구 금하로 *** (시흥동)","08627","조정연동물병원","20220428181047","I","2021-12-07 00:02:00.0","","191594.6614089","438942.619642611","","","","",""
"3050000","305000004920180042","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2215-7522","0","","서울특별시 동대문구 장안동 ***-*","서울특별시 동대문구 답십리로 *** (장안동)","02637","VIP 동물의료센터","20220428181050","I","2021-12-07 00:02:00.0","","206428.347543061","452188.561342823","","","","",""
"3210000","321000004920180032","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3476-7522","0","","서울특별시 서초구 반포동 **-* 래미안퍼스티지 중심상가 ****호","서울특별시 서초구 반포대로 *** 래미안퍼스티지 중심상가 ******호 (반포동)","06547","두리종합동물병원","20220428181054","I","2021-12-07 00:02:00.0","","200005.626362552","444680.521703344","","","","",""
"3210000","321000004920180034","20180904","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","0234767522","0","","서울특별시 서초구 방배동 ***-* 대광빌딩","서울특별시 서초구 동작대로 ** 대광빌딩 *층 (방배동)","06691","VIP펫","20220428181054","I","2021-12-07 00:02:00.0","","198351.955","441943.104999999","","","","",""
"3110000","311000004920180039","20180927","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","352-7275","0","","서울특별시 은평구 대조동 **-** *층","서울특별시 은평구 통일로 ***-* *층 (대조동)","03397","개와냥이 동물병원","20220428181104","D","2021-10-30 23:03:00.0","","193680.56470639","456432.993552717","","","","",""
"3220000","322000004920180068","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-549-7579","0","","서울특별시 강남구 신사동 ***-* 타워빌딩 ***호","서울특별시 강남구 압구정로 *** 타워빌딩 ***호 (신사동)","06029","가로수동물병원","20220524140124","U","2021-12-07 00:02:00.0","","202003.419594411","446902.916742765","","","","",""
"3230000","323000004820180066","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 송파구 석촌동 ***-* 보라빌딩","서울특별시 송파구 삼학사로 ** 보라빌딩 *층 (석촌동)","05679","이룸동물병원","20220428181105","I","2021-12-07 00:02:00.0","","208516.391912451","444328.439527609","","","","",""
"3190000","319000004820180007","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 동작구 상도동 **-** 성은빌딩","서울특별시 동작구 상도로 *** 성은빌딩 (상도동)","06964","유케어종합동물병원","20220428181051","I","2021-12-07 00:02:00.0","","194835.762213041","444759.157628603","","","","",""
"3190000","319000004820180005","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 동작구 상도동 ***-**","서울특별시 동작구 상도로 *** (상도동)","06925","지엔동물병원","20220520170328","U","2021-12-07 00:02:00.0","","194663.857322648","444786.095355528","","","","",""
"3190000","319000004920180006","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3280-8275","0","","서울특별시 동작구 상도동 **-** 성은빌딩","서울특별시 동작구 상도로 *** 성은빌딩 (상도동)","06964","유케어종합동물병원","20220428181051","I","2021-12-07 00:02:00.0","","194835.762213041","444759.157628603","","","","",""
"3220000","322000004820180069","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-549-7579","0","","서울특별시 강남구 신사동 ***-* 타워빌딩 ***호","서울특별시 강남구 압구정로 *** 타워빌딩 ***호 (신사동)","06029","가로수동물병원","20220523155727","U","2021-12-07 00:02:00.0","","202003.419594411","446902.916742765","","","","",""
"3040000","304000004820180042","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-457-0231","0","","서울특별시 광진구 자양동 ***-**","서울특별시 광진구 뚝섬로 *** (자양동)","05100","우리동물병원","20220428181054","I","2021-12-07 00:02:00.0","","207020.941426428","447715.520541118","","","","",""
"3040000","304000004820180039","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-447-5975","0","","서울특별시 광진구 광장동 ***","서울특별시 광진구 아차산로 *** 현대프라자 상가 ***호 ***호호 (광장동)","04974","에디슨동물병원","20220428181053","I","2021-12-07 00:02:00.0","","208738.952014366","448858.223522999","","","","",""
"3040000","304000004920180041","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-457-0231","0","","서울특별시 광진구 자양동 ***-**","서울특별시 광진구 뚝섬로 *** (자양동)","05100","우리동물병원","20220428181054","I","2021-12-07 00:02:00.0","","207020.941426428","447715.520541118","","","","",""
"3040000","304000004920180040","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-447-5975","0","","서울특별시 광진구 광장동 ***","서울특별시 광진구 아차산로 *** 현대프라자 상가 ***호 ***호 (광장동)","04974","에디슨동물병원","20220428181054","I","2021-12-07 00:02:00.0","","208738.952014366","448858.223522999","","","","",""
"3190000","319000004920180004","20180903","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-812-8275","0","","서울특별시 동작구 상도동 **-***","서울특별시 동작구 상도로**길 ** *층 (상도동)","06921","지엔동물병원","20220519151348","U","2021-12-07 00:02:00.0","","195168.130481413","444775.977468284","","","","",""
"3150000","315000004820180026","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2603-0075","0","","서울특별시 강서구 화곡동 ****-* 삼광빌딩","서울특별시 강서구 강서로 *** 삼광빌딩 *층 (화곡동)","07706","미소동물의료센터","20220428181043","I","2021-12-07 00:02:00.0","","185511.135083459","449194.730763375","","","","",""
"3150000","315000004920180027","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2644-0045","0","","서울특별시 강서구 화곡동 ***-**","서울특별시 강서구 강서로 ** *층 (화곡동)","07760","우리애견미용실","20220428181043","I","2021-12-07 00:02:00.0","","186440.150407323","447669.834605985","","","","",""
"3220000","322000004520180067","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","070-8064-2366","0","","서울특별시 강남구 삼성동 ***-** 제이에스타워 *층 ***호","서울특별시 강남구 테헤란로**길 * 제이에스타워 *층 ***호 (삼성동)","06158","플래니터리헬스","20220428181041","I","2021-12-07 00:02:00.0","","204842.620168646","445010.636361278","","","","",""
"3230000","323000004920180065","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 송파구 석촌동 ***-* 보라빌딩","서울특별시 송파구 삼학사로 ** 보라빌딩 *층 (석촌동)","05679","이룸동물병원","20220428181105","I","2021-12-07 00:02:00.0","","208516.391912451","444328.439527609","","","","",""
"3090000","309000004820180024","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","029902783","0","","서울특별시 도봉구 창동 ***-*","서울특별시 도봉구 덕릉로**길 *** (창동)","01479","몽블리펫","20220428181050","I","2021-12-07 00:02:00.0","","203650.285549653","459197.330541582","","","","",""
"3090000","309000004820180021","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07076070291","0","","서울특별시 도봉구 방학동 ***-*","서울특별시 도봉구 방학로*길 *-* (방학동)","01390","온블리살롱","20220428181049","I","2021-12-07 00:02:00.0","","203276.899124611","462197.794922967","","","","",""
"3150000","315000004920180029","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2667-5666","0","","서울특별시 강서구 내발산동 ***-* 발산시티타워","서울특별시 강서구 수명로 ** 발산시티타워 *층 ***호 (내발산동)","07635","스마일동물병원","20220428181044","I","2021-12-07 00:02:00.0","","184573.276770349","450049.716475329","","","","",""
"3150000","315000004920180028","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2608-0234","0","","서울특별시 강서구 화곡동 ***-**","서울특별시 강서구 강서로 ** (화곡동)","07774","미래동물병원","20220428181043","I","2021-12-07 00:02:00.0","","186354.318029524","447736.830299049","","","","",""
"3120000","312000004920180012","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","023073335","0","","서울특별시 서대문구 북가좌동 ***-*","서울특별시 서대문구 응암로 *** *층 (북가좌동)","03677","초콜릿동물병원","20220428181053","I","2021-12-07 00:02:00.0","","192288.391880582","453428.987443394","","","","",""
"3120000","312000004920180013","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","023057505","0","","서울특별시 서대문구 남가좌동 *** DMC파크뷰자이","서울특별시 서대문구 가재울미래로 * ***동 *층 ***-****-*호 (남가좌동 DMC파크뷰자이)","03711","강앤정동물병원","20220428181053","I","2021-12-07 00:02:00.0","","192672.067512964","452221.960661496","","","","",""
"3120000","312000004920180014","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","023098275","0","","서울특별시 서대문구 남가좌동 *** DMC센트레빌아파트","서울특별시 서대문구 거북골로 *** ***층 *-*A호 (남가좌동 DMC센트레빌아파트)","03690","프란다스동물병원","20220428181053","I","2021-12-07 00:02:00.0","","192480.02944094","452634.55767379","","","","",""
"3150000","315000003720220012","20220426","","04","취소/말소/만료/정지/중지","0004","말소","20220526","","","","","0","","서울특별시 강서구 화곡동 ***-**","서울특별시 강서구 곰달래로 *** *호 (화곡동)","07782","내야내야 똥강아지","20220426110852","I","2021-12-04 22:07:00.0","","186862.069309982","447625.922233787","","","","",""
"3090000","309000004920180020","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","07076070291","0","","서울특별시 도봉구 방학동 ***-*","서울특별시 도봉구 방학로*길 *-* (방학동)","01390","온블리살롱","20220428181049","I","2021-12-07 00:02:00.0","","203276.899124611","462197.794922967","","","","",""
"3090000","309000004920180023","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","029902783","0","","서울특별시 도봉구 창동 ***-*","서울특별시 도봉구 덕릉로**길 *** (창동)","01479","몽블리펫","20220428181049","I","2021-12-07 00:02:00.0","","203650.285549653","459197.330541582","","","","",""
"3150000","315000004920180030","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2603-0075","0","","서울특별시 강서구 화곡동 ****-* 삼광빌딩","서울특별시 강서구 강서로 *** 삼광빌딩 *층 (화곡동)","07706","미소동물의료센터","20220428181044","I","2021-12-07 00:02:00.0","","185511.135083459","449194.730763375","","","","",""
"3150000","315000004820180025","20180831","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2667-5666","0","","서울특별시 강서구 내발산동 ***-* 발산시티타워","서울특별시 강서구 수명로 ** 발산시티타워 *층 ***호 (내발산동)","07635","스마일동물병원","20220428181043","I","2021-12-07 00:02:00.0","","184573.276770349","450049.716475329","","","","",""
"3000000","300000004920180005","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-391-4575","0","","서울특별시 종로구 홍지동 ***-*","서울특별시 종로구 자하문로 *** (홍지동)","03021","북악동물병원","20220428181101","I","2021-12-07 00:02:00.0","","196420.140799836","455175.041431888","","","","",""
"3230000","323000004820180064","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-402-9119","0","","서울특별시 송파구 오금동 **-* 이화빌딩","서울특별시 송파구 중대로 *** 이화빌딩 *층 (오금동)","05720","준동물병원","20220428181105","I","2021-12-07 00:02:00.0","","211776.359911923","445161.729493138","","","","",""
"3000000","300000004820180005","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-391-4575","0","","서울특별시 종로구 홍지동 ***-*","서울특별시 종로구 자하문로 *** (홍지동)","03021","북악동물병원","20220428181101","I","2021-12-07 00:02:00.0","","196420.140799836","455175.041431888","","","","",""
"3050000","305000004820180037","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2242-2249","0","","서울특별시 동대문구 장안동 ***-** 삼성그린아파트","서울특별시 동대문구 장한로**길 ** 상가동 *층 (장안동 삼성그린아파트)","02522","둥글개 둥글개","20220428181050","I","2021-12-07 00:02:00.0","","206455.710665332","452564.893433551","","","","",""
"3050000","305000004820180036","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2212-7596","0","","서울특별시 동대문구 장안동 ***-*","서울특별시 동대문구 답십리로 *** (장안동)","02523","현대종합펫(현대동물병원)","20220428181050","I","2021-12-07 00:02:00.0","","206384.176300093","452248.684634996","","","","",""
"3220000","322000004820180066","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-529-7587","0","","서울특별시 강남구 도곡동 ***-* 아카데미스위트 ***호","서울특별시 강남구 언주로**길 ** ***호 (도곡동 아카데미스위트)","06292","닥터그레이동물병원","20220523160736","U","2021-12-07 00:02:00.0","","204538.144891563","442942.853505354","","","","",""
"3050000","305000004920180040","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2244-7755","0","","서울특별시 동대문구 휘경동 **-**","서울특별시 동대문구 망우로 *** (휘경동)","02501","심재웅 동물병원","20220428181050","I","2021-12-07 00:02:00.0","","205804.989007148","454312.287025523","","","","",""
"3050000","305000004920180039","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2244-7479","0","","서울특별시 동대문구 장안동 ***-*","서울특별시 동대문구 사가정로 *** (장안동)","02518","박철환 동물병원","20220428181050","I","2021-12-07 00:02:00.0","","206086.591362203","452959.773010702","","","","",""
"3050000","305000004920180035","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2212-7596","0","","서울특별시 동대문구 장안동 ***-*","서울특별시 동대문구 답십리로 *** (장안동)","02523","현대종합펫(현대동물병원)","20220428181050","I","2021-12-07 00:02:00.0","","206384.176300093","452248.684634996","","","","",""
"3050000","305000004920180038","20180830","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-2242-2249","0","","서울특별시 동대문구 장안동 ***-** 삼성그린아파트","서울특별시 동대문구 장한로**길 ** 상가동 *층 (장안동 삼성그린아파트)","02522","둥글개 둥글개","20220428181050","I","2021-12-07 00:02:00.0","","206455.710665332","452564.893433551","","","","",""
"3230000","323000004920180063","20180829","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-402-9119","0","","서울특별시 송파구 오금동 **-* 이화빌딩","서울특별시 송파구 중대로 *** 이화빌딩 *층 (오금동)","05720","준동물병원","20220610155806","U","2021-12-07 00:02:00.0","","211776.359911923","445161.729493138","","","","",""
"3060000","306000004920180047","20180829","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-435-2082","0","","서울특별시 중랑구 신내동 ***-**","서울특별시 중랑구 신내로 ** *층 (신내동)","02069","사랑해줄개","20220428181106","I","2021-12-07 00:02:00.0","","208388.326027431","455729.66820185","","","","",""
"3060000","306000004820180046","20180829","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 중랑구 묵동 ***-*** 해명빌딩","서울특별시 중랑구 중랑천로 *** 해명빌딩 *층 (묵동)","02001","수애견","20220428181106","I","2021-12-07 00:02:00.0","","206593.773566728","457103.190215478","","","","",""
"3060000","306000004820180048","20180829","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-435-2082","0","","서울특별시 중랑구 신내동 ***-**","서울특별시 중랑구 신내로 ** *층 (신내동)","02069","사랑해줄개","20220428181106","I","2021-12-07 00:02:00.0","","208388.326027431","455729.66820185","","","","",""
"3070000","307000004920180013","20180828","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-953-0049","0","","서울특별시 성북구 삼선동*가 ***","서울특별시 성북구 삼선교로**길 * (삼선동*가)","02862","야옹아 멍멍해봐","20220428181055","I","2021-12-07 00:02:00.0","","201265.708515109","454155.056134223","","","","",""
"3240000","324000004920180049","20180828","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 강동구 성내동 ***-*","서울특별시 강동구 올림픽로 *** *층 (성내동)","05391","닥터표 동물병원","20220428181042","I","2021-12-07 00:02:00.0","","210666.544542252","447767.967685704","","","","",""
"3220000","322000004920180065","20180828","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-529-7587","0","","서울특별시 강남구 도곡동 ***-* 아카데미스위트 ***호","서울특별시 강남구 언주로**길 ** ***호 (도곡동 아카데미스위트)","06292","닥터그레이동물병원","20220524140437","U","2021-12-07 00:02:00.0","","204538.144891563","442942.853505354","","","","",""
"3190000","319000004920180003","20180828","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-3486-7707","0","","서울특별시 동작구 사당동 ****-** 최신빌라","서울특별시 동작구 남부순환로***길 * (사당동 최신빌라)","07024","세인트필립동물병원","20220428181051","I","2021-12-07 00:02:00.0","","197869.588931315","441659.830528439","","","","",""
"3150000","315000004520180024","20180828","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","2667-5666","0","","서울특별시 강서구 내발산동 ***-* 발산시티타워","서울특별시 강서구 수명로 ** 발산시티타워 *층 ***호 (내발산동)","07635","스마일동물병원","20220428181043","I","2021-12-07 00:02:00.0","","184573.276770349","450049.716475329","","","","",""
"3170000","317000004920180011","20180827","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-809-0075","0","","서울특별시 금천구 독산동 **** 금천롯데캐슬골드파크*차 ***동 ***호","서울특별시 금천구 벚꽃로 ** ***동 ***호 (독산동 금천롯데캐슬골드파크*차)","08608","금나래동물병원","20220428181046","I","2021-12-07 00:02:00.0","","190567.418315661","439569.401459017","","","","",""
"3170000","317000004920180013","20180827","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 금천구 시흥동 ***-**  *층","서울특별시 금천구 시흥대로 **-* *층 (시흥동)","08651","몽하우스","20220428181047","I","2021-12-07 00:02:00.0","","191432.744928308","437827.727093014","","","","",""
"3220000","322000004920180064","20180827","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","02-6497-1114","0","","서울특별시 강남구 논현동 *** *층 ***호","서울특별시 강남구 강남대로***길 ** *층 ***호 (논현동)","06114","블루밍독","20220524140019","U","2021-12-07 00:02:00.0","","202158.51063434","445216.724142342","","","","",""
"3150000","315000004520180023","20180827","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","","0","","서울특별시 강서구 화곡동 ****-*","서울특별시 강서구 화곡로**길 ** *층 (화곡동)","07715","DADOG","20220428181043","I","2021-12-07 00:02:00.0","","185800.085666831","448752.93743546","","","","",""
"3230000","323000004920180062","20180827","","04","취소/말소/만료/정지/중지","0004","말소","20220701","","","","1566-8713","0","","서울특별시 송파구 삼전동 *-**","서울특별시 송파구 삼전로 ** 지하**층 (삼전동)","05606","도그마루","20220428181105","I","2021-12-07 00:02:00.0","","207785.139366732","444744.273636191","","","","",""
