객체id,id,비오톱유형,면적,유형분류,자연성등급,서식지기능,비오톱면적,출현빈도,비오톱위치,출현여부,평가a,평가b,개별평가,평가등급,유형평가
539938,15901,F6,7066.06157,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539937,17460,H1,91268.18001,2,2,1,2,3,1,2,1,2,1,1등급,1등급
539936,17458,H1,37301.65661,2,1,2,3,3,1,1,1,2,1,1등급,1등급
539935,17456,H1,35132.04597,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539934,17455,H1,10140.16373,2,2,2,3,3,3,2,2,3,2,2등급,1등급
539933,17453,H1,59937.74514,2,2,1,2,3,1,2,1,2,1,1등급,1등급
539932,17451,H1,5448.63497,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539931,17448,H1,3499.34356,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539930,17446,H1,4401.12748,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539929,17442,H1,34739.96013,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539928,17441,H1,14606.58785,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539927,17439,H1,5649.50201,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539926,17435,H1,18696.39105,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539925,17434,H1,1434.76357,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539924,17432,H1,2416.23752,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539923,17530,H1,1198.2063,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539922,17529,H1,1637.88448,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539921,17527,H1,1908.05721,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539920,17526,H1,1517.571,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539919,17524,H1,315.46066,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539918,17522,H1,1606.46222,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539917,17520,H1,7304.62488,2,2,1,3,3,3,1,1,3,2,2등급,1등급
539916,17518,H1,2923.66925,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539915,17517,H1,1339.13488,2,2,1,3,3,3,3,1,3,2,2등급,1등급
539914,16401,G2,21446.55022,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539913,16400,G2,1163.99891,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539912,16397,G2,16384.65026,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539911,16395,G2,10276.57049,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539910,16393,G2,69607.60014,2,3,3,2,3,1,1,3,2,2,2등급,2등급
539909,17916,H1,26482.82617,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539908,17915,H1,1467.38289,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539907,17913,H1,4485.82684,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539906,17912,H1,828.03588,2,2,2,3,3,3,2,2,3,2,2등급,1등급
539905,17910,H1,457.07493,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539904,17907,H1,29920.24529,2,2,2,3,3,2,1,2,2,2,2등급,1등급
539903,17906,H1,66713.66321,2,2,2,2,3,1,2,2,2,2,2등급,1등급
539902,17904,H1,75853.4603,2,2,1,2,3,1,3,1,2,1,1등급,1등급
539901,17902,H1,19616.91908,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539900,17900,H1,54664.31819,2,2,1,2,3,1,2,1,2,1,1등급,1등급
539899,17504,H1,3687.33314,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539898,17503,H1,780.53313,2,2,1,3,3,3,2,1,3,2,2등급,1등급
539897,17500,H1,478.10812,2,2,3,3,3,1,1,2,2,2,2등급,1등급
539896,17498,H1,3676.56127,2,2,2,3,3,2,1,2,2,2,2등급,1등급
539895,17497,H1,1734.88158,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539894,17495,H1,27318.92779,2,2,1,3,3,2,3,1,3,2,2등급,1등급
539893,17493,H1,2690.25298,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539892,17491,H1,1038.22948,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539891,17490,H1,835.71715,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539890,17489,H1,6472.18988,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539889,17487,H1,2595.45503,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539888,17485,H1,1404.66741,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539887,17484,H1,1172.42866,2,2,2,3,3,2,1,2,2,2,2등급,1등급
539886,17482,H1,1864.79174,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539885,17408,H1,16873.88429,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539884,18906,H1,10072.48873,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539883,18905,H1,50687.29622,2,2,2,2,3,1,2,2,2,2,2등급,1등급
539882,18902,H1,14525.75073,2,2,1,3,3,1,3,1,2,1,1등급,1등급
539881,18899,H1,5474.73176,2,2,2,3,3,1,3,2,2,2,2등급,1등급
539880,18898,H1,36556.97952,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539879,18895,H1,63115.89164,2,2,2,2,3,1,1,2,2,2,2등급,1등급
539878,17884,H1,5232.74061,2,2,2,3,3,3,3,2,3,2,2등급,1등급
539877,17883,H1,114517.597,2,2,1,2,3,1,2,1,2,1,1등급,1등급
539876,17880,H1,13702.03277,2,2,2,3,3,3,1,2,3,2,2등급,1등급
539875,17878,H1,16806.86392,2,2,2,3,3,2,2,2,3,2,2등급,1등급
539874,17877,H1,11402.24889,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539873,17876,H1,3457.51099,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539872,17874,H1,2246.76739,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539871,17871,H1,13752.84399,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539870,17870,H1,9481.66415,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539869,17869,H1,2016.48254,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539868,17412,H1,7227.17479,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539867,17409,H1,32566.14455,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539866,16793,G2,924.92959,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539865,16790,G2,2103.55742,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539864,16788,G2,8571.92541,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539863,16787,G2,266.75702,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539862,16783,G2,2952.87645,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539861,16779,G2,7650.71768,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539860,16778,G2,9942.21618,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539859,16775,G2,1110.48326,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539858,16682,G2,183.95429,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539857,16681,G2,2378.52527,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539856,16679,G2,326.56212,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539855,16677,G2,1137.12999,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539854,16674,G2,1088.9756,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539853,16673,G2,493.47559,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539852,16671,G2,574.42353,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539851,16668,G2,1856.53341,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539850,16666,G2,371.15246,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539849,16665,G2,498.69243,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539848,16663,G2,4642.43445,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539847,16660,G2,532.63783,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539846,16658,G2,1279.40668,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539845,16656,G2,1335.14667,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539844,16654,G2,2188.68034,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539843,16652,G2,4151.85723,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539842,16649,G2,6315.44767,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539841,16648,G2,595.9256,2,3,2,3,3,3,1,3,3,3,3등급,2등급
539840,16645,G2,2890.0597,2,3,2,3,3,3,1,3,3,3,3등급,2등급
539839,16643,G2,2488.47216,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539838,16642,G2,223.75235,2,3,3,3,1,2,1,3,1,2,2등급,2등급
539837,16641,G2,1761.5327,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539836,16047,G2,76594.93746,2,1,3,2,3,1,1,1,2,1,1등급,2등급
539835,16044,G2,219268.76515,2,3,3,2,3,1,1,3,2,2,2등급,2등급
539834,17508,H1,535.89165,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539833,17507,H1,945.14522,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539832,17506,H1,1175.32715,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539831,18688,H1,24848.49197,2,2,1,3,3,1,3,1,2,1,1등급,1등급
539830,18687,H1,12147.67019,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539829,18685,H1,16334.13764,2,2,1,3,3,1,2,1,2,1,1등급,1등급
539828,17249,G5,6412.69469,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539827,17247,G5,13550.43315,2,3,2,3,3,3,1,3,3,3,3등급,2등급
539826,17245,G5,303.27647,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539825,17241,G5,14107.40698,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539824,17240,G5,71173.17099,2,3,1,2,3,1,1,2,2,2,2등급,2등급
539823,16745,G2,33837.67952,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539822,16739,G2,26362.43286,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539821,16737,G2,18872.01815,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539820,16736,G2,6089.15194,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539819,16735,G2,546.14898,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539818,16799,G2,2571.63784,2,3,1,3,3,3,1,2,3,2,2등급,2등급
539817,16733,G2,3505.20859,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539816,16729,G2,1186.5047,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539815,16727,G2,656.88714,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539814,16724,G2,11991.13443,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539813,16723,G2,5799.16976,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539812,16721,G2,1302.15493,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539811,16719,G2,14480.14394,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539810,16716,G2,904.6296,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539809,16714,G2,2312.71888,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539808,16816,G2,2463.49951,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539807,16813,G2,990.00222,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539806,16812,G2,4556.65332,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539805,16809,G2,79.25046,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539804,16808,G2,3528.29439,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539803,16806,G2,763.56915,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539802,16805,G2,1565.36543,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539801,16804,G2,207.15654,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539800,16801,G2,969.6786,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539799,17179,G4,7018.03781,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539798,17480,H1,2897.39655,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539797,17479,H1,2021.19753,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539796,17478,H1,1542.73514,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539795,17475,H1,1273.33853,2,2,2,3,3,2,1,2,2,2,2등급,1등급
539794,17474,H1,3527.62713,2,2,2,3,3,2,2,2,3,2,2등급,1등급
539793,17472,H1,6167.05333,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539792,17470,H1,10472.04194,2,2,1,3,3,3,2,1,3,2,2등급,1등급
539791,17469,H1,4199.80312,2,2,2,3,3,1,2,2,2,2,2등급,1등급
539790,17467,H1,4104.44844,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539789,17145,G4,3085.50023,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539788,17143,G4,2225.24502,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539787,17140,G4,55650.34893,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539786,17139,G4,46601.3547,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539785,17136,G4,152451.80643,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539784,17135,G4,984.63564,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539783,17133,G4,20987.93432,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539782,17132,G4,73144.50712,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539781,17230,G5,6298.52967,2,3,3,3,1,1,1,3,1,2,2등급,2등급
539780,17229,G5,2493.71826,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539779,17227,G5,4351.02101,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539778,17224,G5,9591.86471,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539777,17222,G4,5624.36706,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539776,17220,G4,6703.07622,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539775,17218,G4,24579.50005,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539774,17215,G4,4856.08374,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539773,17214,G4,2447.18395,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539772,17212,G4,1354.22013,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539771,17210,G4,215.85245,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539770,17209,G4,1091.75873,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539769,17207,G4,3383.58238,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539768,17206,G4,4394.9933,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539767,17205,G4,2665.2009,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539766,17204,G4,1678.84324,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539765,17202,G4,3880.46286,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539764,17201,G4,67873.11121,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539763,17199,G4,23849.56206,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539762,17193,G4,1464.75216,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539761,17191,G4,25509.84849,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539760,17190,G4,3678.18654,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539759,17188,G4,277.5629,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539758,17187,G4,4680.4465,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539757,17185,G4,1694.11186,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539756,17183,G4,6393.1666,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539755,17181,G4,2052.80264,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539754,17406,H1,78352.8867,2,2,1,2,3,1,2,1,2,1,1등급,1등급
539753,17404,H1,90772.83307,2,2,1,2,3,3,2,1,3,2,2등급,1등급
539752,17403,H1,13868.85745,2,2,2,3,3,1,1,2,2,2,2등급,1등급
539751,17402,H1,16881.83884,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539750,17400,H1,1769.81218,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539749,17396,H1,37826.94183,2,2,1,3,3,1,1,1,2,1,1등급,1등급
539748,17043,G3,14611.31045,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539747,17041,G3,16994.91572,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539746,17039,G3,2077.76048,2,3,2,3,1,1,1,3,1,2,2등급,2등급
539745,17037,G3,3074.84672,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539744,17034,G3,1705.06287,2,3,2,3,3,2,1,3,2,2,2등급,2등급
539743,17032,G3,2036.75769,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539742,17021,G3,1129.60573,2,3,3,3,2,1,1,3,1,2,2등급,2등급
539741,17030,G3,849.62376,2,3,2,3,3,2,1,3,2,2,2등급,2등급
539740,17029,G3,5227.69943,2,3,2,3,3,3,1,3,3,3,3등급,2등급
539739,17028,G3,3093.24467,2,3,3,3,2,3,1,3,2,2,2등급,2등급
539738,17027,G3,3245.34048,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539737,17026,G3,3523.83767,2,3,2,3,2,1,1,3,1,2,2등급,2등급
539736,17025,G3,6260.33351,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539735,17024,G3,404.09541,2,3,2,3,2,1,1,3,1,2,2등급,2등급
539734,17023,G3,5637.13782,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539733,17020,G3,2092.2235,2,3,1,3,2,1,1,2,1,1,1등급,2등급
539732,17018,G3,2684.13533,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539731,17016,G3,4735.84868,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539730,17012,G2,8345.1079,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539729,17010,G2,6117.70035,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539728,17008,G2,1707.70131,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539727,17006,G2,3160.05325,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539726,17004,G2,1244.04782,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539725,17002,G2,14030.50057,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539724,17000,G2,6300.70038,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539723,16998,G2,1164.61253,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539722,16996,G2,3830.72406,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539721,16994,G2,3923.70409,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539720,16991,G2,15629.48864,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539719,16043,G2,2197.03092,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539718,16041,G2,8204.25043,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539717,16039,G2,11844.2033,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539716,16038,G2,5824.96716,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539715,16035,G2,38494.6904,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539714,16032,G2,85619.87949,2,3,3,2,3,1,1,3,2,2,2등급,2등급
539713,15999,G1,217.72679,2,3,3,3,1,1,1,3,1,2,2등급,2등급
539712,15995,F7,2842.93346,1,3,2,3,3,2,1,3,2,2,2등급,3등급
539711,15993,F7,1096.25606,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539710,15991,F7,285.43447,1,3,1,3,3,3,1,2,3,2,2등급,3등급
539709,15990,F7,136.10551,1,3,2,3,3,2,1,3,2,2,2등급,3등급
539708,15989,F7,1263.0509,1,3,1,3,1,1,2,2,1,1,1등급,3등급
539707,15986,F7,523.58347,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539706,15985,F7,1475.40045,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539705,15982,F7,3442.74323,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539704,15980,F7,3154.51347,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539703,15978,F7,5000.16286,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539702,15976,F7,1103.52875,1,3,2,3,3,3,1,3,3,3,3등급,3등급
539701,15974,F7,2754.84245,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539700,15971,F7,5955.81718,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539699,15970,F7,1891.39742,1,3,2,3,3,1,1,3,2,2,2등급,3등급
539698,15967,F7,4053.83665,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539697,15966,F7,1551.64959,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539696,15964,F7,2996.3307,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539695,15963,F7,1533.50612,1,3,3,3,3,2,1,3,2,2,2등급,3등급
539694,15960,F7,696.50157,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539693,15959,F7,1785.53654,1,3,3,3,3,2,1,3,2,2,2등급,3등급
539692,15955,F7,5971.61281,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539691,15953,F7,2283.69413,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539690,15951,F7,2577.80764,1,3,3,3,3,1,1,3,2,2,2등급,3등급
539689,15948,F7,1952.23382,1,3,3,3,3,2,1,3,2,2,2등급,3등급
539688,15349,F4,53272.76152,1,2,3,2,3,3,1,2,3,2,2등급,1등급
539687,15347,F4,4622.58928,1,2,3,3,3,3,1,2,3,2,2등급,1등급
539686,15344,F4,5485.76925,1,2,3,3,3,3,1,2,3,2,2등급,1등급
539685,15341,F4,64022.14037,1,2,3,2,3,2,1,2,2,2,2등급,1등급
539684,15339,F4,3343.49491,1,2,3,3,3,2,1,2,2,2,2등급,1등급
539683,15337,F4,1021.06149,1,2,3,3,3,3,1,2,3,2,2등급,1등급
539682,15332,F4,5229.09572,1,2,3,3,3,3,1,2,3,2,2등급,1등급
539681,16060,G2,3238.7594,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539680,16796,G2,357.06834,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539679,16794,G2,1094.96784,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539678,16792,G2,814.3709,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539677,16791,G2,1467.95707,2,2,1,3,3,1,1,1,2,1,1등급,2등급
539676,16789,G2,669.19987,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539675,16786,G2,241.17222,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539674,16785,G2,669.41737,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539673,16782,G2,643.15005,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539672,16781,G2,331.6547,2,3,2,3,3,1,1,3,2,2,2등급,2등급
539671,16780,G2,407.66797,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539670,16777,G2,567.37021,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539669,16579,G2,459.82486,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539668,16577,G2,1544.61,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539667,16574,G2,889.87546,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539666,16573,G2,486.88307,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539665,16570,G2,73170.35306,2,3,3,2,3,1,1,3,2,2,2등급,2등급
539664,16568,G2,18936.53069,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539663,16567,G2,3445.44432,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539662,16565,G2,925.59106,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539661,16563,G2,35837.05918,2,3,2,3,3,2,1,3,2,2,2등급,2등급
539660,16101,G2,2253.71392,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539659,16100,G2,934.43245,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539658,16098,G2,2350.30601,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539657,16096,G2,8724.2862,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539656,16095,G2,583.06897,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539655,16093,G2,1218.08762,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539654,16092,G2,271.26573,2,3,3,3,2,1,1,3,1,2,2등급,2등급
539653,16091,G2,2069.92863,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539652,16088,G2,5297.00408,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539651,16086,G2,27534.00005,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539650,16084,G2,6717.42015,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539649,16083,G2,695.15556,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539648,16082,G2,2389.37403,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539647,16081,G2,816.68632,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539646,16077,G2,1334.01738,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539645,16076,G2,4834.87932,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539644,16074,G2,5768.97335,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539643,16071,G2,2173.54821,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539642,16070,G2,21748.96889,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539641,16068,G2,1056.89033,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539640,16066,G2,547.84628,2,3,3,3,2,3,1,3,2,2,2등급,2등급
539639,16065,G2,1487.80626,2,3,3,3,2,1,1,3,1,2,2등급,2등급
539638,16062,G2,679.49415,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539637,17177,G4,2521.18704,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539636,17176,G4,9205.86068,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539635,17175,G4,1406.91064,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539634,17174,G4,2268.91745,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539633,17173,G4,2682.12263,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539632,17172,G4,4129.36206,3,0,0,0,0,0,0,0,0,30,평가제외,3등급
539631,16764,G2,1293.35868,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539630,16762,G2,838.30881,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539629,16932,G2,10257.30011,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539628,16931,G2,3966.30027,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539627,16559,G2,48066.75598,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539626,16557,G2,7052.73067,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539625,16556,G2,24042.60692,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539624,16554,G2,3332.58594,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539623,16553,G2,3153.22634,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539622,16551,G2,1703.49713,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539621,16547,G2,12309.11447,2,3,3,3,3,1,1,3,2,2,2등급,2등급
539620,16546,G2,15335.2363,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539619,16541,G2,23510.39838,2,3,3,3,3,2,1,3,2,2,2등급,2등급
539618,16540,G2,6958.1997,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539617,16539,G2,9859.26915,2,3,3,3,3,3,1,3,3,3,3등급,2등급
539616,16536,G2,127966.71671,2,3,2,2,3,2,1,3,2,2,2등급,2등급
539615,16535,G2,2252.17847,2,3,3,3,3,2,1,3,2,2,2등급,2등급
