,contetnt,date,place,tags
4307,"['짜루', '절친', '아리', '짜리콤보', '오늘도', '꿀잠', '예약']",2021-12-04,문암생태공원,"['짜루', '아리']"
4308,"['주소', '경기', '용인시', '수지구', '성복', '로', '운영시간', '매일', '멍입장료', '원', '상주견', '있음', '호텔링', '댕댕이들', '주차공간', '좋음', '운동장', '인조잔디', '사장님이', '유기견들', '임보', '중이시던데', '방문하셨다가', '관심', '있으신', '분들은', '입양', '문의', '하셔도', '좋을', '것', '같아요', '개인적으로', '상주견이나', '호텔링', '강아지들이', '있는', '곳은', '플러스적', '요소가', '되는', '것', '같아요', '멈머', '친구가', '한', '마리도', '없으면', '열심히', '달려간', '의미가', '없잖아요', '오전에', '방문했는데', '방문', '손님은', '없었지만', '멈머', '친구들이', '많아서', '흡족했습니다', '중대형', '멈머들', '많아', '소금이가', '초큼', '놀랐는데', '다들', '순해서', '넘', '잘', '놀았답니다', '인스타', '태그', '간식', '이벤트', '준비되어있어요커피만', '마시고', '왔는데', '펍과', '식사', '메뉴를', '보고', '아쉬운', '마음이', '가득해', '조만간', '저녁에도', '재방문', '예정']",2021-12-04,수지 성복동,[]
4309,"['이쁜', '천사들이', '왔어요', '반려견과', '보호자', '모두', '행복한', '공간']",2021-12-04,펫피,[]
4310,"['오늘', '재밌게', '놀았으니까', '이따', '목욕하자', '살구숑', '댕댕이', '멍스타그램', '송도도그파크', '달빛축제공원', '송도', '반려견놀이터', '애견운동장', 'pet', 'family']",2021-12-04,,"['살구숑', '댕댕이', '멍스타그램', '송도도그파크', '달빛축제공원', '송도', '반려견놀이터', '애견운동장', 'pet', 'family']"
4311,"['커피와', '가장', '잘', '어울리는', '메이플', '피칸', '플레이트', '커피홀', '화순', '호점에선', '매일', '맛있는', '빵을', '직접', '굽습니다', '화순', '화순카페', '화순맛집', '나주맛집', '커피홀', '화순커피홀', '호점', '커피', '카페', '커피맛집', '빵맛집', '경치맛집', '기찻길뷰', '아이들놀이터', '반려견놀이터', '하니움근처']",2021-12-04,전라남도 화순,"['화순', '화순카페', '화순맛집', '나주맛집', '커피홀', '화순커피홀', '호점', '커피', '카페', '커피맛집', '빵맛집', '경치맛집', '기찻길뷰', '아이들놀이터', '반려견놀이터', '하니움근처']"
4312,"['주소', '경기', '수원시', '권선구', '서부로', '운영시간', '카페', '주말', '공휴일', '평일', '유치원', '호텔링', '평일', '용품샵', '매일', '상주견', '마리', '호텔링', '댕댕이들', '주차공간', '매우', '좋음', '운동장', '천연잔디', '인조잔디', '메뉴', '간단한', '식사', '가능가장', '좋았던', '점은', '사장님이', '정말', '친절하시고', '박학하셨어요', '강아지를', '사랑하시는', '마음이', '눈에', '보였어요', '천연잔디와', '인조잔디', '반반으로', '나뉘어있어서', '취향껏', '놀', '수', '있고', '넓은', '운동장이', '메리트']",2021-12-04,,[]
4313,"['이번주', '토요일도', '날씨', '굿', '매너', '좋은', '친구들이', '출석해서', '재미나게', '놀고', '있어요', '해가', '지면', '추워지니', '따뜻하게', '입고', '오세요', '영상은', '지난', '토요일입니다', '실시간', '댕점', '소식은', '스토리로', '확인하세요']",2021-12-04,,[]
4314,"['귀여운', '간장이랑', '새우', '홈페이지', 'https', 'edendog', 'modoo', 'at', '블로그', 'https', 'm', 'blog', 'naver', 'com', 'PostList', 'nhn', 'blogId', 'eden', 'dogpark']",2021-12-04,에덴도그파크&훈련학교,[]
4315,"['누나들', '생일빵', '고마워요', '나무', '칭구들과', '노는게', '너무좋은', '아이', '하나', '골든리트리버', '리트리버', '대형견', '반려견', '반려견놀이터']",2021-12-04,용인시 기흥레스피아,"['골든리트리버', '리트리버', '대형견', '반려견', '반려견놀이터']"
4316,"['반려견', '놀이터', '단비가', '접수', '암두없다', '반려견놀이터', '맑은날', '말티즈', '강아지', '단비', '반려견', '소통', '일상', '데일리', '마르티스', '댕댕이', '단비사랑', '살랑', 'danbi', 'DANBI', '꼬맹이', '사랑스런', '알러뷰', '펫그램', '산책', '사랑해', '인스타멍', '멍스타그램', 'danbisalang', '가족', '개린이', 'maltese', 'cute', 'lovely', 'puppy']",2021-12-04,,"['반려견놀이터', '맑은날', '말티즈', '강아지', '단비', '반려견', '소통', '일상', '데일리', '마르티스', '댕댕이', '단비사랑', '살랑', 'danbi', 'DANBI', '꼬맹이', '사랑스런', '알러뷰', '펫그램', '산책', '사랑해', '인스타멍', '멍스타그램', 'danbisalang', '가족', '개린이', 'maltese', 'cute', 'lovely', 'puppy']"
4317,"['놀이방', 'OPEN', '매너벨트', '착용에', '불편함을', '느끼셨던', '분들을', '위해', '놀이방', '을', '준비했습니다', '층', '놀이공간에서는', '반려견들이', '매너벨트를', '착용하지', '않고따뜻하게', '힐링할', '수', '있답니다', '하지만', '우리', '모두', '안전한', '힐링을', '하기', '위해선꼭', '몇', '가지', '주의사항을', '지켜주시길', '바랄게요', '항상', '넘치는', '사랑에', '감사드려요']",2021-12-04,Dog M.euro,[]
4318,"['김연아선수', '아니고', '단추', '입니다', '홈페이지', 'https', 'edendog', 'modoo', 'at', '블로그', 'https', 'm', 'blog', 'naver', 'com', 'PostList', 'nhn', 'blogId', 'eden', 'dogpark']",2021-12-04,에덴도그파크&훈련학교,[]
4319,"['카페흐노니입니다', '오늘부터', '주말내내', '정상영업합니다', '따뜻한', '옷', '입고', '야외에서', '뛰뛰하러', '놀러오세요', '실내에서도', '반려견과', '함께', '할수', '있습니다', '카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']",2021-12-04,흐노니,"['카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']"
4320,"['라이프위드도그', '네이버', '카페', '회원', '가입하고', '할인권', '받아가세요', '네이버', '카페', '반려견과', '함께', '사는', '사람들', '네이버카페', '반려견과함께사는사람들', '할인권', '크리스마스', '라이프위드도그', '반려견투어', '반려견카페', '반려견놀이터', '반려가족전용']",2021-12-03,,"['네이버카페', '반려견과함께사는사람들', '할인권', '크리스마스', '라이프위드도그', '반려견투어', '반려견카페', '반려견놀이터', '반려가족전용']"
4321,"['라이프위드도그', '네이버', '카페', '회원', '가입하고', '할인권', '받아가세요', '네이버', '카페', '반려견과', '함께', '사는', '사람들', '네이버카페', '반려견과함께사는사람들', '할인권', '크리스마스', '라이프위드도그', '반려견투어', '반려견카페', '반려견놀이터', '반려가족전용']",2021-12-03,라이프위드도그,"['네이버카페', '반려견과함께사는사람들', '할인권', '크리스마스', '라이프위드도그', '반려견투어', '반려견카페', '반려견놀이터', '반려가족전용']"
4322,"['걱정이', '현실로', '갠차나', '즐거웠으면', '됬어', '언니의', '리얼한', '비명소맄', '최화니', '물에', '한번', '푸악', '하더니', '폭주', '내', '비명은', '개자매', '그누구도', '신경쓰지', '않았', '이', '날', '집에서가서', '옷', '다', '빨래했습니당', '왜', '야들은', '비오는날', '눈오는날', '광분하는가', '최화니견생일기', '희수는임보중', '믹스견', '시고르자브종', '반려견', '애견', '멍스타그램', '댕스타그램', '강아지', '강아지그램', '멍멍이', '멍뭉이', '진도믹스', '아기강아지', '대형견', '소형견', '애견놀이터', '반려견놀이터', '집사', '집사스타그램', '임보중', '임시보호', '사지말고입양하세요', '멍팔맞팔']",2021-12-03,,"['최화니견생일기', '희수는임보중', '믹스견', '시고르자브종', '반려견', '애견', '멍스타그램', '댕스타그램', '강아지', '강아지그램', '멍멍이', '멍뭉이', '진도믹스', '아기강아지', '대형견', '소형견', '애견놀이터', '반려견놀이터', '집사', '집사스타그램', '임보중', '임시보호', '사지말고입양하세요', '멍팔맞팔']"
4323,"['언', '가', '발꾸락이', '떨어질거같다고', '집에', '가자구래', '두시간바께', '못노라']",2021-12-03,,[]
4324,"['의지박약도', '다이어트', '성공', '저도', '의지가', '부족해서', '매번', '실패했었어요', '의지가', '없어서', '다이어트가', '안되시는분도진짜', '누구나', '할수있구나', '알게', '되실거에요', '연말', '행사를', '앞두고', '저랑', '다이어트해용', '무료상담', '및', '제품문의는', '프로필링크', '클릭', '후', '상담접수', '문의', '다이어터', '의지박약', '의지박약꿀팁', '다이어트실패안하는꿀팁', '다이어트꿀팁', '대', '맞춤', '픜', '강아지그램', '반려견놀이터', '소주한잔']",2021-12-03,,"['다이어터', '의지박약', '의지박약꿀팁', '다이어트실패안하는꿀팁', '다이어트꿀팁', '대', '맞춤', '픜', '강아지그램', '반려견놀이터', '소주한잔']"
4325,"['사룽해', '심바']",2021-12-03,,[]
4326,"['사진찍을', '때', '누가', '메롱하지요']",2021-12-03,,[]
4327,"['솜이의', '메리크리스마스산타', '할아버지', '선물주세요', '안양반려견놀이터', '반려견놀이터', '의왕반려견놀이터', '비숲', '비숲애견카페', '비숲애견힐링파크']",2021-12-03,,"['안양반려견놀이터', '반려견놀이터', '의왕반려견놀이터', '비숲', '비숲애견카페', '비숲애견힐링파크']"
4328,"['오늘도', '상암갓다', '왓지유', '추워죽는줄', '알앗지유', 'pomestagram', 'pompitz', 'pomerania', '포메라이언', '폼피츠', '포메그램', '상암애견놀이터', '반려견놀이터', '월드컵공원', '찬바람', '느므추워', '라봉']",2021-12-03,,"['pomestagram', 'pompitz', 'pomerania', '포메라이언', '폼피츠', '포메그램', '상암애견놀이터', '반려견놀이터', '월드컵공원', '찬바람', '느므추워', '라봉']"
4329,"['불금', '보내는', '가을이', '샤넬', '대형견', '대형견이노는법', '골든리트리버', '레브라도리트리버', '반려스타그램', '반려견놀이터', '파라다이스독', '불금', '잘논다', '친구사이']",2021-12-03,,"['대형견', '대형견이노는법', '골든리트리버', '레브라도리트리버', '반려스타그램', '반려견놀이터', '파라다이스독', '불금', '잘논다', '친구사이']"
4330,"['따스한', '햇살이', '하울에만', '비추나']",2021-12-03,,[]
4331,"['야호', '야호', '도둑하고싶었구나', '엄청', '잘노네', '경찰하면짖는애', '술레싫어', '발뭐냐', '반려견놀이터', '야호', '강아지', '꼬똥야호', '꼬똥드툴레아', '한국꼬똥켄넬', '강아지', '반려견', '멍스타그램', 'cotondetulear', 'puppy', '펫스타그램', 'dogstagram', '멍뭉이', '멈머', 'petstagrams', '견스타그램', '댕스타그램', 'dengsmas']",2021-12-03,,"['경찰하면짖는애', '술레싫어', '발뭐냐', '반려견놀이터', '야호', '강아지', '꼬똥야호', '꼬똥드툴레아', '한국꼬똥켄넬', '강아지', '반려견', '멍스타그램', 'cotondetulear', 'puppy', '펫스타그램', 'dogstagram', '멍뭉이', '멈머', 'petstagrams', '견스타그램', '댕스타그램', 'dengsmas']"
4332,"['통키', '쪼꼬미', '되다', '순딩순딩', '그레이트', '피레니즈', '루이랑', '신나게', '뛰뛰', '월공', '반려견놀이터', '개일상', '개통키', '허스키통키', '시베리안허스키', '멍스타그램', 'husky']",2021-12-03,월드컵공원 반려견 놀이터,"['월공', '반려견놀이터', '개일상', '개통키', '허스키통키', '시베리안허스키', '멍스타그램', 'husky']"
4333,"['어제', '비가와서', '그런지', '오늘', '하늘', '너무', '이뻤개', '친구들도', '많이', '오고', '덕분에', '아주', '씐난', '통통이', '허스키통키', '개일상', '멍스타그램', '반려견놀이터']",2021-12-03,월드컵공원 반려견 놀이터,"['허스키통키', '개일상', '멍스타그램', '반려견놀이터']"
4334,"['오늘은', '동네', '공원으로', '고고', '반려견놀이터', '생겼음', '좋겠다', '진돗개', '풍산개', '진도풍산믹스', '진풍견', '수원', '북수원', '장안구', '만석공원', '산책', '동', '서', '남수원', '다있는데', '북수원만없음', '반려견놀이터', '만석공원에', '생겼음좋겠당', '민원넣어야겠다', '북수원반려인들모여라']",2021-12-03,,"['진돗개', '풍산개', '진도풍산믹스', '진풍견', '수원', '북수원', '장안구', '만석공원', '산책', '동', '서', '남수원', '다있는데', '북수원만없음', '반려견놀이터', '만석공원에', '생겼음좋겠당', '민원넣어야겠다', '북수원반려인들모여라']"
4335,"['따뜻한', '겨울', '되세요', '반려견놀이터', '반려견카페', '달려라코코']",2021-12-03,,"['반려견놀이터', '반려견카페', '달려라코코']"
4336,"['카페흐노니입니다', '이제', '조금씩', '크리스마스', '분위기', '준비중이예요', '오늘부터', '쭈욱', '주말', '정상영업합니다', '뛰뛰하러', '놀러오세요', '카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']",2021-12-03,흐노니,"['카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']"
4337,"['우리애기들', '목디스크', '오는거', '아니얌', '넘', '그리', '오래보지', '말어']",2021-12-02,,[]
4338,['먹방'],2021-12-02,,[]
4339,"['사람을', '막', '조아하는건', '아니지만', '궁금은', '한데', '겁은', '또', '많아서', '시간이', '쬼', '걸리지만', '맘에', '드는', '한', '만', '패는', '차도녀']",2021-12-02,,['차도녀']
4340,"['맞팔선팔', '맞팔선팔환영', '소통하자', '선팔맞팔', '선팔맞팔환영', '일상', '선팔은곧맞팔', '일상소통', '맞팔하자', '인스타데일리', '맞팔소통', '맞팔해요우리', '맞팔댓', '맞팔좋아요', '소통해요우리', '소통그램', '맞팔', '소통해요', '맞팔', '맞팔환영해요', '인스타일상', '맞팔해', '일상기록', '맞팔해여', '소소한행복', '일상사진', '데일리그램', '비포빠데이', '반려견놀이터']",2021-12-02,,"['맞팔선팔', '맞팔선팔환영', '소통하자', '선팔맞팔', '선팔맞팔환영', '일상', '선팔은곧맞팔', '일상소통', '맞팔하자', '인스타데일리', '맞팔소통', '맞팔해요우리', '맞팔댓', '맞팔좋아요', '소통해요우리', '소통그램', '맞팔', '소통해요', '맞팔', '맞팔환영해요', '인스타일상', '맞팔해', '일상기록', '맞팔해여', '소소한행복', '일상사진', '데일리그램', '비포빠데이', '반려견놀이터']"
4341,"['추워서', '할매조끼', '입어뚜', '작년에', '벅어이모가', '사조뚜', '엄마는', '옷', '웨안사조']",2021-12-02,,[]
4342,"['별이', '탄', '오늘은', '강아지', '친구들', '없따', '추운가뱌']",2021-12-02,,[]
4343,"['노을', '예쁘다']",2021-12-02,에덴도그파크&훈련학교,[]
4344,"['오늘의', '설린이들', '사랑이다복이모찌해리뽀식이태식이리오사랑이', '굿모닝', '눈뜨자마자', '다복이랑', '어색한', '눈인사했어요', '눈꼽도', '안떼고', '어색', '민망', '알즤알즤', '새로운친구', '푸들', '해리에요', '겁은', '많지만', '호기심도', '많아서', '친구들', '킁카킁카', '장난감', '던져달라고', '물고오고는안준다고', '도망가는', '모찌랑', '뽀식이', '너희', '둘이', '짠거야', '매번', '제가', '아가들', '놀리다가', '이번엔', '제대로', '역공당했어요', '그렇담', '목욕하러', '데꼬갈그야', '으헤헤스파는', '자고로', '눈감고', '즐겨야', '제맛이지', '태식이', '모찌', '리오', '인방', '꼬까옷도', '맞춰입은듯넘무', '이뻐용', '스토리로', '놀러오세요', '서울숲개구쟁이', '사우나', '데일리그램', '반려견스타그램', '댕댕이그램', '댕스타그램', '강아지놀이방', '반려견놀이터', '일상그램', '동물사랑', '성동구강아지호텔', '성동구강아지놀이방', '성동구강아지놀이방', '성동구강아지목욕', '성동구강아지스파', '성동구반려견목욕', '성동구반려견호텔']",2021-12-02,서울숲개구쟁이,"['서울숲개구쟁이', '사우나', '데일리그램', '반려견스타그램', '댕댕이그램', '댕스타그램', '강아지놀이방', '반려견놀이터', '일상그램', '동물사랑', '성동구강아지호텔', '성동구강아지놀이방', '성동구강아지놀이방', '성동구강아지목욕', '성동구강아지스파', '성동구반려견목욕', '성동구반려견호텔']"
4345,"['이리구를까', '저리구를까', '대부도으르렁파크', '으르렁파크', '강아지놀이터', '반려견놀이터', '댕댕이놀이터', '강아지수영장', '반려견수영장', '댕댕이수영장', '강아지카페', '반려견카페', '댕댕이카페', '강아지동반카페', '반려견동반카페', '강아지랑갯벌놀이', '강아지랑바베큐', '강아지랑바베큐파티', '강아지랑드라이브', '강아지랑산책', '강아지랑나들이', '반려견과갯벌놀이', '반려견과바베큐', '반려견과바베큐파티', '강아지랑불멍', '반려견과불멍', '불멍']",2021-12-02,,"['대부도으르렁파크', '으르렁파크', '강아지놀이터', '반려견놀이터', '댕댕이놀이터', '강아지수영장', '반려견수영장', '댕댕이수영장', '강아지카페', '반려견카페', '댕댕이카페', '강아지동반카페', '반려견동반카페', '강아지랑갯벌놀이', '강아지랑바베큐', '강아지랑바베큐파티', '강아지랑드라이브', '강아지랑산책', '강아지랑나들이', '반려견과갯벌놀이', '반려견과바베큐', '반려견과바베큐파티', '강아지랑불멍', '반려견과불멍', '불멍']"
4346,"['예쁜이들', '홈페이지', 'https', 'edendog', 'modoo', 'at', '블로그', 'https', 'm', 'blog', 'naver', 'com', 'PostList', 'nhn', 'blogId', 'eden', 'dogpark']",2021-12-02,에덴도그파크&훈련학교,[]
4347,"['미리', '메리', '크리스', '마스', '크리스마스', '기분', '내볼까요', '유난히', '추운', '올', '겨울비숲에서', '각종', '이벤트를', '준비했어요winter', 'visoop', 'party첫째', '동절기', '회원권', '년', '월', '일까지', '개월간', '인', '견', '입장료', '없음', '각종', '할인', '적용둘째', '회원권', '이벤트', '추천', '참여', '방법', '저녁', '시', '이후', '방문', '참여', '기간', '매주', '토요일', '차주', '금요일까지', '일', '씩', '주간', '매주', '팀씩', '월', '말까지', '총', '팀', '추첨', '당첨방법', '매주', '랜덤추첨셋째', '비숲', '대관', '비숲을', '통째로', '빌려서', '우리끼리', '눈치보지', '말고', '놀자밤', '시', '이후', '단독', '대관', '난로', '및', '실내', '있음', '넷째', '유기견', '무료', '대관', '이벤트유기견을', '임보', '하시는', '분에게는', '무료', '대관기회를', '소문좀', '내주세요', '문의', 'DM주셔도', '됩니다', '안양반려견놀이터', '반려견놀이터', '의왕반려견놀이터', '비숲', '비숲애견카페', '비숲애견힐링파크']",2021-12-02,비숲,"['안양반려견놀이터', '반려견놀이터', '의왕반려견놀이터', '비숲', '비숲애견카페', '비숲애견힐링파크']"
4348,"['멋쟁이', '베리', '홈페이지', 'https', 'edendog', 'modoo', 'at', '블로그', 'https', 'm', 'blog', 'naver', 'com', 'PostList', 'nhn', 'blogId', 'eden', 'dogpark']",2021-12-02,,[]
4349,"['사랑스러운', '팡야야', '생일축해해']",2021-12-02,,[]
4350,"['aizoumpet', 'gaereoria', 'gangnam', '개러리아', '매장에', '입점되어', '있는', '아이조움에서', '저희를', '방문해', '주셨어요', '아이들', '기본케어는', '물론', '견', '실', '공간까지', '마련', '마음껏', '뛰어놀', '수', '있는', '운동장과미용', '서비스까지', '준비되어', '있는', '애견호텔이에요', '이렇게', '시설칭찬과', '영상', '스케치도', '올려주셔서', '리그램', '했습니다', '아이들', '건강과', '영양에', '적합한', '제품을', '함께', '만들어가도록', '협업할게요', '아이조움펫', '개러리아', '반려견놀이터', '애견호텔', '애견유치원', '펫케어']",2021-12-02,개러리아 펫케어,"['리그램', '아이조움펫', '개러리아', '반려견놀이터', '애견호텔', '애견유치원', '펫케어']"
4351,"['우리끼리', '야간반', '추워지면', '따뜻한', '실내로', '쏙', '밖에서', '뛰뛰하고', '안에서', '냠냠하고', '또', '놀러오세요', '김해', '장유', '창원', '반려견', '반려견놀이터', '애견놀이터', '강아지놀이터', '반려견운동장', '애견운동장', '강아지운동장', '애견카페', '실외놀이터', '실내놀이터', '대청계곡', '옹달샘', '장유옹달샘', '김해옹달샘', '산책', '힐링', '소풍', '소형견', '중형견', '대형견', '유기견입양', '유기견봉사', '유기견후원', '유기견임보', '유기견', '공간대여']",2021-12-02,장유 대청계곡,"['김해', '장유', '창원', '반려견', '반려견놀이터', '애견놀이터', '강아지놀이터', '반려견운동장', '애견운동장', '강아지운동장', '애견카페', '실외놀이터', '실내놀이터', '대청계곡', '옹달샘', '장유옹달샘', '김해옹달샘', '산책', '힐링', '소풍', '소형견', '중형견', '대형견', '유기견입양', '유기견봉사', '유기견후원', '유기견임보', '유기견', '공간대여']"
4352,"['로아', '멍스타그램', '로아', '뽀도독', 'bbododog', '반려견은사랑입니다', '반려견그램', '반려견놀이터', '반려견셀프목욕', '반려견위탁목욕', '셀프목욕샵', '위탁목욕샵', '애견목욕샵', '중소형견셀프목욕', '중소형견위탁목욕', '대형견셀프목욕', '대형견위탁목욕', '등촌애견목욕샵', '강서구애견목욕', '목동애견목욕', '등촌동셀프목욕방', '양천구애견목욕', '강서구애견놀이터', '양천구애견놀이터', '옥상잔디놀이터', '화곡셀프목욕', '화곡애견목욕']",2021-12-02,,"['멍스타그램', '로아', '뽀도독', 'bbododog', '반려견은사랑입니다', '반려견그램', '반려견놀이터', '반려견셀프목욕', '반려견위탁목욕', '셀프목욕샵', '위탁목욕샵', '애견목욕샵', '중소형견셀프목욕', '중소형견위탁목욕', '대형견셀프목욕', '대형견위탁목욕', '등촌애견목욕샵', '강서구애견목욕', '목동애견목욕', '등촌동셀프목욕방', '양천구애견목욕', '강서구애견놀이터', '양천구애견놀이터', '옥상잔디놀이터', '화곡셀프목욕', '화곡애견목욕']"
4353,"['카페흐노니입니다', '오늘', '직원의', '부재로', '하루', '쉬어갑니다', '너무너무', '죄송해요', '겨울기간동안은', '화', '수요일', '주', '회', '쉬어갑니다', '오늘', '하루만', '더', '쉬어갈께요', '금요일부터는', '정상영업합니다', '카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']",2021-12-01,흐노니,"['카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']"
4354,"['송파에', '드디어', '첫', '구립', '반려견놀이터가', '생겼다탄천', '근방에', '생겼다기에', '한강', '갔다', '들러봤는데', '하필이면', '월요일', '휴무', '중대형견', '놀이터가', '소형견', '놀이터보다', '좁다는', '아쉬움이', '있지만', '첫', '스타트를', '끊었다는데', '의의를', '두고', '오픈일에', '다시', '들러보기로', 'bordercollie', 'dog', 'dogstagram', 'dogphotography', 'photography', 'dogmom', 'travel', '보더콜리', '보더콜리오레오즈', '멍스타그램', '여행', '개엄마', '일상', '데일리', 'daily', '캠핑', '노지캠핑', 'camping', 'camper', '애견동반캠핑', '애견동반여행', 'campwithdogs', '한강', '반려견놀이터']",2021-12-01,잠실한강공원 잔디밭,"['bordercollie', 'dog', 'dogstagram', 'dogphotography', 'photography', 'dogmom', 'travel', '보더콜리', '보더콜리오레오즈', '멍스타그램', '여행', '개엄마', '일상', '데일리', 'daily', '캠핑', '노지캠핑', 'camping', 'camper', '애견동반캠핑', '애견동반여행', 'campwithdogs', '한강', '반려견놀이터']"
4355,"['강동구', '반려견놀이터', '웁시데이지', '댕댕이들의', '핫플', '서울에도', '이렇게', '큰', '애견운동장이', '있답니다', '자연친화적인', '힐링', '펫', '포레스트', '웁시데이지는', '중소형견존', '대형견존이', '분리되어있어서', '아이들이', '편안하게', '뛰어놀', '수', '있어요', '다양한', '애견용품과', '간식도', '판매중이에요', '서울', '강동구', '아리수로', '길', '층', '매주', '월요일', '정기휴무', '반려견', '원', '인', '메뉴', '강동구민', '할인', '강동구애견', '웁시데이지', '스테이지', '송파구애견', '반려견동반', '애견동반', '서울애견카페', '애견운동장', '반려견놀이터', '개놀이터', '강동구카페', '반려견', '댕댕이', '멍스고', '강아지동반', '애견정보', '그레이하운드', '아이쥐', '이탈리안그레이하운드', '김그레이가간다']",2021-12-01,,"['강동구애견', '웁시데이지', '스테이지', '송파구애견', '반려견동반', '애견동반', '서울애견카페', '애견운동장', '반려견놀이터', '개놀이터', '강동구카페', '반려견', '댕댕이', '멍스고', '강아지동반', '애견정보', '그레이하운드', '아이쥐', '이탈리안그레이하운드', '김그레이가간다']"
4356,"['일상그램', '맞팔해용', '소통그램', '맞팔', '데일리그램', '소통하자', '맞팔소통', '선팔하면맞팔', '선팔은맞팔', '맞팔해', '맞팔댓', '소통해요우리', '소소한행복', '소통해요', '맞팔환영해요', '맞팔환영', '맞팔그램', '맞팔은댓글로', '일상', '맞팔은댓글', '데일리', '맞팔선팔환영', '일상기록', '일상스타그램', '맞팔은댓', '일상사진', '맞팔해요우리', '밤피장', '반려견놀이터']",2021-12-01,,"['일상그램', '맞팔해용', '소통그램', '맞팔', '데일리그램', '소통하자', '맞팔소통', '선팔하면맞팔', '선팔은맞팔', '맞팔해', '맞팔댓', '소통해요우리', '소소한행복', '소통해요', '맞팔환영해요', '맞팔환영', '맞팔그램', '맞팔은댓글로', '일상', '맞팔은댓글', '데일리', '맞팔선팔환영', '일상기록', '일상스타그램', '맞팔은댓', '일상사진', '맞팔해요우리', '밤피장', '반려견놀이터']"
4357,"['뭐야뭐얄', '이', '냄새는', '반려견놀이터', '냄새쟈날']",2021-12-01,월드컵공원 반려견 놀이터,[]
4358,"['남의', '집에서', '지', '집처럼', '자는', '애']",2021-12-01,,[]
4359,"['엄마는', '추워서', '콧물이', '났지만미안해요', '이막뚱이는', '신이나요']",2021-12-01,CafeStory,[]
4360,"['옴마', '우리는', '추워도', '놀수있다구욥']",2021-12-01,남양주 카페스토리,[]
4361,"['주르', '친구와', '함께한', '뛰뛰', '보리가', '지쳐서', '힘들어', '할', '정도로', '주르', '체력이', '엄청나네', '개월된', '주르', '자주', '보자', '반려견놀이터', '골든리트리버', '산책', '꿀잠']",2021-12-01,구미동탄천길,"['반려견놀이터', '골든리트리버', '산책', '꿀잠']"
4362,"['탄희', '월', '중순에', '서울', '나들이', '가요', '영등포', '합정', '에서', '가까운', '곳에', '반려견놀이터', '서울반려견', '반려견운동장', '추천부탁드려요', '김포까지도', '괜찮을', '것', '같아요', '탄희는', '참고로', '실내와', '인조잔디에서는', '잘', '못놀더라고요', '놀고', '목욕도', '할', '수', '있는', '곳이면', '더', '좋습니다']",2021-12-01,,"['반려견놀이터', '서울반려견', '반려견운동장']"
